Nome,Marca,EAN,Preço sem desconto,Preço no pix,Valor do desconto,Porcentagem desconto,Preço com Desconto
Cloridrato De Diltiazem - Nova Química 60mg Caixa Com 50 Comprimidos,Nova Química,7895296211086,46.64,46.64,20.06,43% ,26.580000000000002
Atenolol 100mg + Clortalidona 25mg 30 comprimidos EMS Genérico,Não especificada,7896004709147,55.02,55.02,20.91,38% ,34.11
Manivasc 20mg Caixa Com 28 Comprimidos,Não especificada,7896672202353,370.49,370.49,66.69,18% ,303.8
"Valtrian 50mg, caixa com 30 comprimidos revestidos",Medley,7896422510288,19.9,19.9,2.98,15% ,16.919999999999998
"Besilato de Anlodipino Merck 10mg, caixa com 30 comprimidos",Merck,7891721277450,64.42,64.42,53.47,83% ,10.950000000000003
Atenolol 100Mg 30Cpr Bio Ge,Não especificada,7896181900382,51.33,51.33,19.51,38% ,31.819999999999997
"Coversyl 4mg, caixa com 30 comprimidos",Servier,7898029551046,122.25,122.25,22.0,18% ,100.25
Captopril 25mg 30cpr teuto gen,Teuto,7896112116660,8.16,8.16,0.0,0% ,8.16
"Carvedilol 6,25mg 30 comprimidos EMS Genérico",EMS,7896004731285,53.89,53.89,31.26,58% ,22.63
Atenolol 25mg c  30 Comprimidos Genérico Neo Quimica,Neo Química,7896714262031,7.37,7.37,0.0,0% ,7.37
Cloridrato de Sotalol 160mg Aché Biosintética,Biosintética - Aché,7896181909583,80.55,80.55,18.53,23% ,62.019999999999996
"Succinato De Metoprolol Sandoz 25Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",Não especificada,7896206407308,24.42,24.42,0.0,0% ,24.42
Concor Anlo 5+5Mg Com 30 Comprimidos,Não especificada,7891721029974,98.24,98.24,14.74,15% ,83.5
"Exforge HCT 160+12,5+10mg Novartis 28 Comprimidos",Não especificada,7896261015616,231.79,231.79,11.59,5% ,220.2
Carvedilol 25mg 30 Comprimidos EMS L3,EMS,7896004731322,103.9,103.9,49.87,48% ,54.03000000000001
"Hemifumarato de Bisoprolol 1,25mg 30 Comprimidos Merck",Merck,7891721026836,42.49,42.49,1.27,3% ,41.22
Hemifumarato de Bisoprolol 5mg 30 Comprimidos Merck,Não especificada,7891721026959,56.12,56.12,1.68,3% ,54.44
Acertanlo 14mg + 10mg com 30 comprimidos,Não especificada,7898029550353,153.65,153.65,7.68,5% ,145.97
Captopril 25mg Teuto com 30 comprimidos,Pharlab,7898216367726,5.52,5.52,0.0,0% ,5.52
Emprol XR Succinato de Metoprolol 50mg 30 comprimidos,Accord Farma,7898577810770,68.03,68.03,12.25,18% ,55.78
Cloridrato de Nebivolol 5mg 30 Comprimidos Biolab,Biosintética - Aché,7896181927822,92.05,92.05,39.58,43% ,52.47
Cloridrato de Nebivolol 5mg Genérico EMS 60 Comprimidos,Não especificada,7896004771403,109.58,109.58,25.2,23% ,84.38
Hemifumarato de Bisoprolol 10mg 30 Comprimidos Merck,Merck,7891721027017,63.91,63.91,1.92,3% ,61.989999999999995
"Selozok 50Mg, Caixa Com 60 Comprimidos desodalinarimidos De Liberacao Controlada",Não especificada,7896206406738,161.91,161.91,8.1,5% ,153.81
"Atensina 200mg, Caixa com 30 comprimidos",Boehringer Ingelheim,7896026300186,16.13,16.13,2.42,15% ,13.709999999999999
"Carvedilol 12,5mg  30 Comprimidos Germed",Não especificada,7896004731391,62.4,62.4,26.83,43% ,35.57
Atacand 8mg caixa com 30 comprimidos,Astrazeneca,7896206401160,174.02,174.02,8.7,5% ,165.32000000000002
Angipress Atenolol 50mg 30 comprimidos,Não especificada,7896181916246,37.09,37.09,5.56,15% ,31.530000000000005
Furosemida Geolab 40mg com 20 Comprimidos Genérico,Não especificada,7899095250949,10.89,10.89,1.42,13% ,9.47
"Maleato de Enalapril Cimed 10mg, caixa com 30 comprimidos",Cimed,7896523210759,18.21,18.21,6.92,38% ,11.290000000000001
"Selozok 100Mg, Caixa Com 30 Comprimidos De Liberacao Controlada",Astrazeneca,7896206402877,132.69,132.69,6.63,5% ,126.06
Captopril 25mg Globo 30 Comprimidos,Não especificada,7899620910133,11.66,11.66,4.43,38% ,7.23
Micardis Anlo 40mg + 5mg caixa com 30 comprimidos,Boehringer Ingelheim,7896026305327,131.84,131.84,19.78,15% ,112.06
Besilato Anlodipino 10mg Genérico EMS 30 Comprimidos,EMS,7896004703312,59.62,59.62,0.0,0% ,59.62
Besilato de Anlodipino 10mg Genérico Cimed 30 Comprimidos,Vitamedic,7898049796281,51.57,51.57,0.0,0% ,51.57
"Captopril Pharlab 50Mg, Caixa Com 30 Comprimidos",Pharlab,7898216367740,28.05,28.05,5.05,18% ,23.0
Besilato Anlodipino 5mg Genérico EMS 30 Comprimidos,EMS,7896004703305,30.41,30.41,11.56,38% ,18.85
Carvedilol 25mg 30 Comprimidos,Legrand,7894916146449,104.83,104.83,76.53,73% ,28.299999999999997
Diovan Amlo Fix 80 5mg 28 Comprimidos,Novartis,7896261012448,171.87,171.87,8.59,5% ,163.28
"Diovan Amlo Fix 160Mg + 5Mg, Caixa Com 28 Comprimidos Revestidos",Novartis,7896261012486,171.87,171.87,8.59,5% ,163.28
Diovan Amlo Fix 160 10mg 28 Comprimidos,Novartis,7896261012523,202.89,202.89,10.14,5% ,192.75
"Aradois H 50Mg, Caixa Com 60 Comprimidos Revestidos",Biolab,7896112427933,146.3,146.3,7.31,5% ,138.99
Atacand 16mg caixa com 30 comprimidos,Astrazeneca,7896206401146,173.23,173.23,8.66,5% ,164.57
"Concardio 2,5mg, Caixa Com 30 Comprimidos Revestidos",EMS,7894916508506,87.71,87.71,13.16,15% ,74.55
Maleato de Enalapril 10mg 30 comprimidos Genérico,Germed Pharma,7896004710358,11.41,11.41,0.0,0% ,11.41
Brasart HCT 320mg + 25mg com 30 comprimidos,EMS Sigma Pharma,7894916508377,104.66,104.66,5.23,5% ,99.42999999999999
Captopril 25mg Cimed 30 Comprimidos,Não especificada,7896523209845,13.9,13.9,5.98,43% ,7.92
"Carvedilol Nova Química 25mg, caixa com 30 comprimidos",Nova Química,7895296092302,91.21,91.21,48.34,53% ,42.86999999999999
Acertil Perindopril Arginina 10mg 30 comprimidos,Servier,7898029550247,103.31,103.31,5.17,5% ,98.14
Micardis HCT 80 + 25Mg Caixa Com 30 Comprimidos,Boehringer Ingelheim,7896026304016,247.75,247.75,12.39,5% ,235.36
Vartaz 160mg 30 comprimidos revestidos,Não especificada,7891317121983,58.15,58.15,8.72,15% ,49.43
"Exforge Hct 160mg + 25mg + 5mg, Caixa Com 28 Comprimidos Revestidos",Novartis,7896261015593,196.95,196.95,9.85,5% ,187.1
"Broncho-Vaxom 3,5mg, Caixa Com 10 Capsulas",Chiesi,7896672203909,72.85,"R$ 61,48 ",9.47,13% ,63.379999999999995
"Meloxicam Legrand 15mg, caixa com 10 comprimidos",Legrand,7894916140706,39.84,39.84,17.13,43% ,22.710000000000004
"Maxidex 1Mg Ml, Caixa Com 1 Frasco Gotejador Com 5Ml De Solucao De Uso Oftalmico",Novartis,7896548111727,11.43,"R$ 9,98 ",1.14,10% ,10.29
Ster 10mg suspensão oftálmica frasco com 5ml,União Química,7896006290988,32.54,"R$ 27,46 ",4.23,13% ,28.31
Flutinol 1mg ml suspensão Oftálmica 5ml,Laboratório Cristália,7896676432916,39.44,"R$ 33,67 ",4.73,12% ,34.709999999999994
Florate 1mg ml Suspensão Oftálmica Estéril 5ml,Novartis,7896548198865,40.38,"R$ 35,65 ",3.63,9% ,36.75
Ster 12ml suspensão oftálmica frasco com 10ml,Não especificada,7896006290667,53.54,"R$ 44,14 ",8.03,15% ,45.51
Vidisic 2mg/ml gel oftálmico tubo com 10g,Bausch + Lomb,7896046300067,51.47,51.47,4.12,8% ,47.35
Acetato de Prednisolona 10mg mL Genérico Geolab 5mL,Geolab,7899095230293,34.21,34.21,4.45,13% ,29.76
"Maxibell 0,5mg/mL + 4mg/mL, caixa com 1 frasco gotejador com 10mL de solução de uso oftálmico",Laboratório Cristália,7896676433104,16.0,16.0,2.4,15% ,13.6
"Pred Mild Suspensão Oftálmica 0,12  10ml",Allergan,7897316802861,58.93,58.93,7.07,12% ,51.86
Notuss Caixa Contendo 120Ml De Xarope + Copo Medidor De 10Ml,Aché,7896658021121,28.18,"R$ 24,87 ",2.54,9% ,25.64
Xarope Vick Mel Expectorante 100mL,Não especificada,7500435209786,37.45,"R$ 36,33 ",0.0,0% ,37.45
Neotoss Xarope Adulto 100 Ml,Neo Química,7896714236223,23.77,"R$ 21,90 ",1.19,5% ,22.58
Hytós Plus Xarope 100mL,União Química,7896006259701,29.92,29.92,1.63,5% ,28.290000000000003
"Xarope 44E 1,3 + 13,3Mg, Xarope, Frasco Com 120Ml",P&G,7590002023228,37.45,37.45,0.0,0% ,37.45
"Tilugen 3,54mg mL Xarope 120mL",Neo Química,7896714225562,43.02,43.02,10.22,24% ,32.800000000000004
"Antux 30mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",Aché,7896658001765,49.72,49.72,8.95,18% ,40.769999999999996
"Seki 35,4mg/mL, caixa com 1 frasco com 15mL de suspensão de uso oral + conta gotas",Zambon,7898074618206,51.6,51.6,5.16,10% ,46.44
"Neotoss Dropropizina 1,5mg mL Xarope Pediátrico 60mL",Neo Química,7896714236247,17.53,17.53,1.75,10% ,15.780000000000001
Vibral Xarope Pediatrico 120mL,Abbott do Brasil,7896253900913,26.51,26.51,0.0,0% ,26.51
"Broncho Vaxom 3,5 Mg 30 Sachet",Chiesi,7896672203923,209.16,"R$ 172,46 ",31.37,15% ,177.79
"Broncho-Vaxom 7,0mg, Caixa Com 10 Capsulas De Uso Adulto",Chiesi,7896672203886,107.91,"R$ 88,97 ",16.19,15% ,91.72
Uro-Vaxom 6mg 30 Cápsulas,Apsen,7896637023580,164.92,"R$ 131,17 ",29.69,18% ,135.23
Enax 200mg 30 Comprimidos,Arese Pharma,7899824400812,90.38,90.38,13.56,15% ,76.82
"Seki 3,54Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",Zambon,7898074618183,30.88,"R$ 24,15 ",5.98,19% ,24.9
Gotas Binelli Dropropizina 30mg mL Solução Oral 10mL,Megalabs,7896026130004,23.0,"R$ 20,08 ",2.3,10% ,20.7
"Dropropizina Biosintetica 3Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope Adulto + 1 Copo Medidor",Não especificada,7896181922377,17.54,"R$ 17,01 ",0.0,0% ,17.54
"Percof 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",Eurofarma,7891317411909,45.83,"R$ 39,12 ",5.5,12% ,40.33
"Ecos 3Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope",União Química,7896006216308,31.1,"R$ 23,12 ",7.27,23% ,23.830000000000002
"Antux 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + 1 Copo Medidor",Aché,7896658001789,44.45,"R$ 36,65 ",6.67,15% ,37.78
Vibral Xarope Adulto 120mL,Abbott do Brasil,7896253900920,30.71,30.71,0.0,0% ,30.71
"Tecnomet 2,5Mg, Caixa Com 20 Comprimidos",Zodiac,7892953101865,42.77,"R$ 35,26 ",6.42,15% ,36.35
"Digoxina 0,25mg 30 Comprimidos",Não especificada,7898216360420,17.83,"R$ 15,91 ",1.43,8% ,16.4
"Digoxina 0,25mg Genérico Pharlab 20 Comprimidos",Pharlab,7898216361595,12.29,12.29,0.98,8% ,11.309999999999999
Rosuvastatina Calcica 10mg com 30 Comprimidos Germed,Germed Pharma,7896004729657,99.09,99.09,82.24,83% ,16.85000000000001
Rosuvastatina Calcica 20mg com 30 Comprimidos Germed,Germed Pharma,7896004728865,173.57,173.57,135.38,78% ,38.19
DoisKa Biolab caixa com 30 comprimidos,Biolab,7896112400349,90.21,90.21,28.02,31% ,62.19
"Nimesulida Legrand 100mg, caixa com 12 comprimidos",Legrand,7894916143080,30.59,30.59,9.18,30% ,21.41
"Cetoprofeno Biosintética - Aché 100mg, caixa com 20 comprimidos revestidos de liberação retardada",Biosintética - Aché,7896181925149,43.48,43.48,5.65,13% ,37.83
"Melocox 7,5mg, caixa com 10 comprimidos",Eurofarma,7891317439002,25.0,25.0,6.25,25% ,18.75
"Pred Fort 10mg mL, Caixa Com 1 Frasco Gotejador Com 5mL De Solucao De Uso Oftalmico",Allergan,7897316800300,56.91,56.91,5.69,10% ,51.22
"Aciclovir Comprimido Teuto 200Mg, Caixa Com 25 Comprimidos",Teuto,7896112128762,70.23,"R$ 42,23 ",26.69,38% ,43.540000000000006
"Aciclovir Comprimido Uniao Quimica 200Mg, Caixa Com 30 Comprimidos",União Química,7896006202875,100.7,"R$ 36,14 ",63.44,63% ,37.260000000000005
"Aciclovir Creme Biosintetica 50Mg G, Caixa Com 1 Bisnaga Com 10G De Creme De Uso Dermatologico",Não especificada,7896181901143,29.16,"R$ 21,78 ",6.71,23% ,22.45
"Aciclovir Creme Prati-Donaduzzi 50Mg G, Caixa Com 1 Bisnaga Com 10G De Creme De Uso Dermatologico",Prati-Donaduzzi,7898148299317,26.18,"R$ 23,37 ",2.09,8% ,24.09
Aciclovir 400mg com 10 comprimidos,Ranbaxy,7897076907424,100.18,"R$ 74,83 ",23.04,23% ,77.14000000000001
Penvir Fanciclovir 125mg 10 comprimidos,EMS Sigma Pharma,7894916500364,120.53,"R$ 99,38 ",18.08,15% ,102.45
"Aciclovir Creme Neo Quimica 50Mg G, Caixa Com 1 Bisnaga Com 10G De Creme De Uso Dermatologico",Neo Química,7896714265308,30.56,"R$ 22,82 ",7.03,23% ,23.529999999999998
Penvir Labia 10Mg G - Caixa Com 1 Tubo Com 5G De Creme De Uso Dermatologico,EMS Sigma Pharma,7896004786858,60.61,"R$ 57,03 ",1.82,3% ,58.79
"Aciclovir 200Mg Pharlab, Caixa Com 25 Comprimidos",Não especificada,7896004770772,95.37,"R$ 38,86 ",55.31,58% ,40.06
Aciclovir 400 Mg 30 Comprimidos Merck,Merck,7891721202391,281.74,"R$ 101,11 ",177.5,63% ,104.24000000000001
Aciclovir Creme 50mg g Genérico Cimed 10g,Cimed,7896523207629,28.99,"R$ 23,90 ",4.35,15% ,24.64
Zovirax Cre 10Gr,GSK,7896269901379,70.23,"R$ 57,91 ",10.53,15% ,59.7
Cloridrato de Valaciclovir 500mg Ranbaxy 10 Comprimidos,Não especificada,7897076913050,140.39,"R$ 125,29 ",11.23,8% ,129.16
Resist Cloridrato de Lisina 500mg 30 cápsulas,Aché,7896658024627,67.8,"R$ 59,19 ",6.78,10% ,61.019999999999996
Aciclovir 400mg 30 comprimidos Prati Donaduzzi Genérico,Não especificada,7899547511338,157.5,"R$ 102,36 ",51.97,33% ,105.53
Ixium 50mg creme dermatológico 12 sachês com 025g,Farmoquímica,7898040321499,344.28,344.28,17.21,5% ,327.07
Aciclovir 200mg Cimed com 30 comprimidos,1Farma,7896523216621,112.89,112.89,48.54,43% ,64.35
Penvir Fanciclovir 500mg 21 comprimidos,EMS Sigma Pharma,7894916500371,676.1,676.1,169.02,25% ,507.08000000000004
"Aciclovir Ranbaxy 200mg, caixa com 10 comprimidos",Ranbaxy,7897076907400,50.04,50.04,16.51,33% ,33.53
Clexane Safety Lock 40Mg 2 Seringas,Sanofi,7891058003210,172.17,172.17,46.49,27% ,125.67999999999998
Versa 40mg Injetável 2 Seringas Preenchidas,Eurofarma,7891317487317,163.39,163.39,29.41,18% ,133.98
"Volare 40mg Aché 6 Seringas com 0,4mL + Sistema de Segurança",Não especificada,7896658037221,505.02,505.02,75.75,15% ,429.27
Leite De Magnesia Eno 350Ml,GSK,7896015591946,27.2,"R$ 23,75 ",2.72,10% ,24.48
"Dulcolax 5Mg, Caixa Com 20 Drageas",Sanofi,7891058021528,18.13,"R$ 17,59 ",0.0,0% ,18.13
Sal Amargo Farmax 30 Gramas,Farmax,7896902206458,3.44,"R$ 3,01 ",0.34,10% ,3.1
Complexo Senna Almeida Prado 46 60 comprimidos,Homeopatia Almeida Prado,7896026173018,38.98,"R$ 29,09 ",8.99,23% ,29.989999999999995
Tamarine 12mg com 20 Cápsulas,Cosmed,7896094906594,95.89,"R$ 72,59 ",21.05,22% ,74.84
"Picoprep contém 2 sachês com 16,1g cada - sabor laranja",Ferring,7896165600727,51.81,"R$ 41,21 ",9.33,18% ,42.480000000000004
ZZ Oleo Mineral Naturol Farmax Frasco Com 100Ml De Oleo De Uso Dermatologico,Farmax,7896902207523,12.67,"R$ 11,06 ",1.27,10% ,11.4
Valtrex Cloridrato de Valaciclovir 500mg 10 comprimidos,GSK,7896269900235,212.91,212.91,10.65,5% ,202.26
"Cerumin 0,4Mg Ml + 140Mg Ml, Caixa Com 1 Frasco Gotejador Com 8Ml De Solucao De Uso Otologico",Novartis,7896548140284,18.05,"R$ 16,98 ",0.54,3% ,17.51
Auris-Sedina 10mL,Osório de Moraes,7898089300011,32.85,"R$ 29,31 ",2.63,8% ,30.220000000000002
Aceratum Sl Delta 10mL,Cellera Farma,7893454300115,23.88,"R$ 23,16 ",0.0,0% ,23.88
Máscara Facial Dermage Caviar Gold Mask 10g,Não especificada,7895389144222,5.99,5.99,0.0,0% ,5.99
Dermage Resveratrol E Berry Mask 10g,Não especificada,7895389153804,5.99,5.99,0.0,0% ,5.99
Base Fortalecedora para Unhas Nail Force 8ml,Não especificada,7895389131079,45.99,45.99,11.0,24% ,34.99
Máscara Facial Anti-idade Collagen Mask 10gr,Não especificada,7895389140514,12.99,12.99,7.0,54% ,5.99
Clexane Safety Lock 40mg Sanofi 6 Seringas,Sanofi,7891058004460,516.63,"R$ 366,93 ",138.35,27% ,378.28
"Versa 60mg + 2 Seringas Preenchidas com 0,6mL",Não especificada,7891317487331,248.93,248.93,82.77,33% ,166.16000000000003
"Tamarine 4,878Mg G + 4,719Mg G, Frasco Com 150G De Geleia Uso Oral, Zero Acucar",Cosmed,7897322709789,90.57,"R$ 68,58 ",19.87,22% ,70.69999999999999
Tamarine Caixa Com 20 Capsulas,Cosmed,7896179850040,92.44,"R$ 69,21 ",21.09,23% ,71.35
Pílulas Imescard 10 + 10 + 10 + 30mg caixa com 36 drágeas,Osório de Moraes,7898089300042,39.85,"R$ 31,90 ",6.96,17% ,32.89
"Enemin 714Mg G + 7,70Mg G, Caixa Com 7 Bisnagas De Solucao De Uso Retal",Kley Hertz Farmacêutica,7896331706925,50.77,"R$ 41,86 ",7.62,15% ,43.150000000000006
"Peg-Lax 8,5g Pó Para Solução Oral Sem Sabor 14 Envelopes",Myralis,7898430191978,49.49,"R$ 40,54 ",7.7,16% ,41.79
Fibra Alimentar Fibermais Sem Sabor 260Gr,FiberMais,7896001303119,129.99,"R$ 126,09 ",0.0,0% ,129.99
"Plesonax 5Mg, Caixa Com 20 Comprimidos Revestidos",Neo Química,7896714215037,9.79,"R$ 7,73 ",1.82,19% ,7.969999999999999
"Leite De Magnesia De Phillips, Tradicional, 350Ml",GSK,7895858015695,33.42,"R$ 24,22 ",8.45,25% ,24.970000000000002
Leite De Magnesia Eno Hortela 350Ml,Não especificada,7896015591960,27.2,"R$ 23,75 ",2.72,10% ,24.48
"Supositorio De Glicerina Granado Pharmacias Caixa Com 12 Supositorios, Uso Adulto",Granado Pharmácias,7896512901392,28.78,"R$ 25,12 ",2.88,10% ,25.900000000000002
"Phosfoenema 160Mg Ml + 60Mg Ml, Caixa Com 1 Frasco Com 130Ml De Solucao De Uso Retal",Laboratório Cristália,7896676434323,20.35,"R$ 19,74 ",0.0,0% ,20.35
"Leite De Magnesia De Phillips, Tradicional, 120Ml",GSK,7895858015688,20.67,"R$ 16,21 ",3.96,19% ,16.71
Leite De Magnesia Eno 120Ml,Não especificada,7896015591953,16.7,"R$ 14,45 ",1.8,11% ,14.899999999999999
Bisalax 5 Mg 20 Comprimidos,União Química,7896006257929,8.88,"R$ 8,61 ",0.0,0% ,8.88
"Lacto-Purga 5Mg, Blister Com 6 Comprimidos Revestidos",Cosmed,7896094903234,5.86,"R$ 5,68 ",0.0,0% ,5.86
"Supositorio De Glicerina Granado Pharmacias Caixa Com 12 Supositorios, Uso Lactantes",Granado Pharmácias,7896512918796,24.14,"R$ 21,08 ",2.41,10% ,21.73
Peg-Lax 17g Pó Para Solução Oral Sabor Limão 14 Envelopes,Não especificada,7898430191879,65.48,"R$ 45,51 ",18.56,28% ,46.92
"Rapilax 7,5Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Solucao De Uso Oral",Kley Hertz Farmacêutica,7896331704808,18.67,"R$ 16,30 ",1.87,10% ,16.8
ProHN 15 Cápsulas,Não especificada,7896658036385,68.33,"R$ 59,65 ",6.84,10% ,61.489999999999995
Tamareti Sabor Ameixa 150g - Kley Hertz,Kley Hertz Farmacêutica,7896331707007,104.81,"R$ 68,53 ",34.16,33% ,70.65
Fibra Leve Fiber Kester 200g,Não especificada,7891105135765,44.33,"R$ 38,70 ",4.43,10% ,39.9
"Ducodil 5Mg, Caixa Com 20 Comprimidos Revestidos",Cimed,7896523210865,10.67,"R$ 10,35 ",0.0,0% ,10.67
Óleo Mineral Bravir frasco com 200mL de óleo uso oral ou tópico,Bravir,7896186000384,32.36,32.36,3.24,10% ,29.119999999999997
Leite de Magnésia Cimed Hortelã 120mL,Não especificada,7896523201450,14.24,"R$ 10,03 ",3.9,27% ,10.34
Lactulona 667mg ml Xarope Sabor Ameixa 120ml + Copo Medidor,Daiichi-Sankyo,7897411610767,61.09,"R$ 51,68 ",7.81,13% ,53.28
"Minilax 714Mg G + 7,70Mg G, Caixa Com 7 Bisnagas Com 6,5G De Solucao De Uso Retal",Eurofarma,7891317015176,51.71,"R$ 47,44 ",2.8,5% ,48.910000000000004
Naturetti Geleia 130G S Acucar,Neo Química,7896714292151,83.35,"R$ 73,57 ",7.5,9% ,75.85
Óleo Mineral ADV Farma frasco com 100mL de óleo de uso dermatológico ou oral,ADV Farma,7896230301283,17.44,"R$ 15,23 ",1.74,10% ,15.700000000000001
Lacto Purga 16 Comprimidos,Cosmed,7896094904118,12.78,"R$ 12,40 ",0.0,0% ,12.78
Leite De Magnesia 120Ml Cimed,Não especificada,7896523201436,14.24,"R$ 10,03 ",3.9,27% ,10.34
"Supositorio De Glicerina Granado Pharmacias Caixa Com 12 Supositorios, Uso Infantil",Granado Pharmácias,7896512901408,25.18,"R$ 21,98 ",2.52,10% ,22.66
Lativax Lactulose Kester Salada de Frutas 120ml,Não especificada,7908135001080,41.69,"R$ 36,39 ",4.17,10% ,37.519999999999996
FiberMais Sem Sabor Display 10 sachês de 5g,FiberMais,7896001303126,46.89,"R$ 38,79 ",6.9,15% ,39.99
"ZZ Mix De Fibras Fibernorm Sache, 5G, 10 Unidades",Takeda,7896641812545,64.14,"R$ 55,28 ",7.15,11% ,56.99
Alektos Pediatrico Solucao Oral Com 120Ml + Copo Dosador,Não especificada,7896094925137,88.11,"R$ 85,47 ",0.0,0% ,88.11
Adoçante Dietético Imolac com 120mL,Não especificada,7898495609364,64.39,"R$ 48,09 ",14.81,23% ,49.58
VonauGasMax 250mg 20 Cápsulas Moles Geolab,Não especificada,7896112407188,51.46,"R$ 47,13 ",2.87,6% ,48.59
Oleo Mineral 100 Ml Uniao Quimica,União Química,7896006277408,21.04,"R$ 13,37 ",7.26,35% ,13.78
Imolac Lactitol Líquido com 200mL,Não especificada,7898495609487,82.67,"R$ 68,16 ",12.4,15% ,70.27
"Peg-Lax Macrogol 4000 0,5g mL solução oral 250mL",Não especificada,7898430194399,74.3,"R$ 57,28 ",15.25,21% ,59.05
Óleo Mineral Teuto 100mL,Não especificada,7896112182993,20.13,"R$ 11,55 ",8.22,41% ,11.909999999999998
Óleo de Rícino ADV com 30mL,ADV Farma,7896230304673,9.89,"R$ 8,63 ",0.99,10% ,8.9
Guttalax Gotas 30 Ml,Sanofi,7891058021689,35.01,"R$ 33,96 ",0.0,0% ,35.01
"Glicel 1,667g 6 Supositórios de Uso Pediátrico",Não especificada,7898100243808,25.56,"R$ 18,25 ",6.75,26% ,18.81
Leite De Magnesia Eno Hortela 120Ml,Não especificada,7896015591977,16.7,"R$ 14,45 ",1.8,11% ,14.899999999999999
"Colact 667mg mL, caixa com 1 frasco com 120mL de xarope, sem sabor",União Química,7896006213123,55.89,"R$ 21,83 ",33.39,60% ,22.5
Lativax Lactulose Kester Ameixa 120ml,Não especificada,7908135001073,41.69,"R$ 36,39 ",4.17,10% ,37.519999999999996
Supositorio Glicerina Glicel Adulto 6 Unidades,Brasterápica,7898100242955,25.82,"R$ 18,25 ",7.01,27% ,18.810000000000002
Naturetti 16 Cápsulas,Neo Química,7896714292168,66.6,66.6,8.66,13% ,57.94
"Suplemento Alimentar de Fibras Nestlé FiberMais Zero Açúcares laranja, lata com 170g",FiberMais,7891000127452,62.89,62.89,0.0,0% ,62.89
Oleo Mineral Bravir 100Ml,Não especificada,7896186000438,19.0,19.0,1.9,10% ,17.1
"Leite De Magnesia De Phillips, Hortela, 120Ml",GSK,7895858015664,20.67,20.67,5.1,25% ,15.570000000000002
"Leite De Magnesia De Phillips, Hortela, 350Ml",GSK,7895858015671,33.42,33.42,6.35,19% ,27.07
Fly 250Mg Com 20 Capsulas,Não especificada,7896112405801,50.89,50.89,6.27,12% ,44.620000000000005
Floralac Sabor Salada de Frutas 120mL,Dovalle,7896360001138,60.34,60.34,6.03,10% ,54.31
Suavlax Com 30 Cápsulas,Não especificada,7896360002258,59.82,59.82,5.98,10% ,53.84
Glicerin 6 supositórios Adulto,EMS,7896004702735,26.04,26.04,7.78,30% ,18.259999999999998
ZZ Sene 60 Comprimidoss,Não especificada,7908135001639,29.9,29.9,0.0,0% ,29.9
"Lacto-Leve 698mg/mL, frasco com 120mL de solução de uso oral, sem sabor",Cosmed,7896094917507,42.88,42.88,0.0,0% ,42.88
"Lacto-Leve 698mg/mL, frasco com 120mL de solução de uso oral, sabor ameixa",Cosmed,7896094917491,42.88,42.88,0.0,0% ,42.88
"Mix de Fibras Fibernorm Lata, 225g",Takeda,7896641812552,174.16,174.16,49.67,29% ,124.49
"Muvinlax 13,125G + 0,1775G + 0,0466G + 0,3507G, Caixa Com 20 Saches Com 14G De Po Para Preparo Extemporaneo De Uso Oral",Libbs,7896094201637,51.64,51.64,0.0,0% ,51.64
Óleo de Rícino Farmax frasco com 30mL de óleo de uso oral,Farmax,7896902211933,4.03,4.03,0.4,10% ,3.6300000000000003
"Geleia FiberMais ameixa, pote com 190g",FiberMais,7891000301067,31.29,31.29,3.13,10% ,28.16
Metamucil Laranja Sache 10 Env,P&G,0020800750165,61.19,61.19,12.84,21% ,48.349999999999994
Glicerin Infantil EMS 6 Supositórios,EMS,7896004702742,25.87,25.87,5.76,22% ,20.11
Metamucil Solúvel Sabor Laranja 174g,P&G,0020800750158,118.04,118.04,0.0,0% ,118.04
Metamucil pó solúvel frasco 210g,P&G,7500435121965,113.5,113.5,0.0,0% ,113.5
ProHN 30 Cápsulas,Aché,7896658036392,128.23,128.23,28.24,22% ,99.99
Nutren Senior Sopa Frango 40Gr,Não especificada,7891000318201,8.49,8.49,0.0,0% ,8.49
Óleo Mineral - Nativita Frasco com 100mL de óleo uso oral e tópico,Nativita Farmacêutica,7897848500099,19.0,19.0,11.01,58% ,7.99
L-Enema Solução Retal 130mL,Natulab,7898133139420,22.88,22.88,0.0,0% ,22.88
"Suplemento Alimentar de Fibras Nestlé FiberMais Zero Açúcares suco verde, lata com 200g",FiberMais,7891000133316,99.89,99.89,24.97,25% ,74.92
Regulador Intestinal Duphalac Solução 200mL,Abbott do Brasil,7896255767149,60.87,60.87,0.0,0% ,60.87
"Bisalax 5mg, blíster com 6 comprimidos revestidos de liberação retardada",União Química,7896006257943,2.9,2.9,0.0,0% ,2.9
