Nome,Marca,EAN,Preço,Preço com desconto,Valor do desconto,Porcentagem de desconto
Celecoxibe 200mg com 15 Cápsulas - Ranbaxy,RANBAXY,7897076922250,70.74,17.92,52.81999999999999,74.7
"Hemitartarato de Rivastigmina 1,5mg com 30 Cápsulas - Ranbaxy",RANBAXY,7897076922632,209.06,103.95,105.11,50.3
Acido Ursodesoxicólico 150mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076922687,87.93,62.94,24.99000000000001,28.4
Esomeprazol Magnésio 40mg com 28 Comprimidos - Ranbaxy,RANBAXY,7897076914088,267.9,39.99,227.90999999999997,85.1
Cinarizina 75mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076910929,22.8,16.82,5.98,26.2
Cinarizina 25mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076910905,16.28,13.65,2.630000000000001,16.2
Cloridrato de Nortriptilina 25mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076912275,38.41,14.51,23.9,62.2
Succinato de Solifenacina 10mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076921680,174.33,100.44,73.89000000000001,42.4
CL OLOPATADINA 1MG/ML SOL C/5ML,RANBAXY,7897076922878,45.66,42.3,3.3599999999999994,7.4
CLOR AMIODARONA 200MG C/30 COMP,RANBAXY,7897076911582,43.24,26.98,16.26,37.6
Cloridrato de Sertralina 50mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076908148,70.67,7.92,62.75,88.8
Aciclovir 400mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076921826,275.62,32.49,243.13,88.2
Cloridrato de Nortriptilina 50mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076912299,56.11,38.46,17.65,31.5
Cloridrato de Tizanidina 2mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076909077,43.38,30.66,12.720000000000002,29.3
Cloridrato de Nortriptilina 75mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076912310,75.87,50.41,25.460000000000008,33.6
Cloridrato de Donepezila 10mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076912060,188.3,15.79,172.51000000000002,91.6
Cloridrato de Donepezila 5mg com 30 Comprimidos - Ranbaxy,RANBAXY,7897076911421,170.0,12.64,157.36,92.6
Isotretinoina 20mg com 30 Cápsulas - Ranbaxy,RANBAXY,7897076919335,168.48,34.9,133.57999999999998,79.3
Succinato de Solifenacina 5mg com 30 Comprimidos - Ranbaxy,RANBAXY,7896112407669,142.45,82.16,60.28999999999999,42.3
Gino Canesten Balance Gel Vaginal - 7 Uni,BAYER OTC,7891106915410,84.9,69.13,15.77000000000001,18.6
Flanax XR 660mg com 8 Comprimidos - Bayer,BAYER OTC,7891106910989,30.99,26.34,4.649999999999999,15.0
Flanax 275mg com 20 Comprimidos - Bayer,BAYER OTC,7891106006491,18.49,15.72,2.769999999999998,15.0
Gino Canesten 500mg - 1 cápsula + 1 aplicador,BAYER OTC,7891106912303,112.78,95.86,16.92,15.0
Flanax 550mg com 2 Comprimidos - Bayer,BAYER OTC,7891106912471,7.49,6.37,1.12,15.0
Redoxon 500mg com 30 Comprimidos - Bayer,BAYER OTC,7891106914833,21.9,18.62,3.2799999999999976,15.0
Flanax 550mg com 15 Comprimidos - Bayer,BAYER OTC,7891106913799,30.99,27.27,3.719999999999999,12.0
Flanax 275mg com 8 Comprimidos - Bayer,BAYER OTC,7891106913683,13.99,12.03,1.9600000000000009,14.0
Claritin 10mg com 12 comprimidos - Bayer,BAYER OTC,7891106912778,22.7,10.99,11.709999999999999,51.6
Claritin 10mg com 6 comprimidos - Bayer,BAYER OTC,7891106912785,12.48,10.61,1.870000000000001,15.0
Flanax 550mg com 10 Comprimidos - Bayer,BAYER OTC,7891106006507,27.98,24.62,3.3599999999999994,12.0
Gino Canesten - 1 comprimido vaginal + 1 aplicador,BAYER OTC,7891106001755,94.99,80.74,14.25,15.0
Gino-Canesten - 35g de creme de uso vaginal e 6 aplicadores,BAYER OTC,7891106001762,85.0,72.25,12.75,15.0
Gino-Canesten Creme Vaginal - 20g e 3 Aplicadores,BAYER OTC,7891106003230,90.28,76.74,13.540000000000006,15.0
Redoxon Gotas com 20ml - Bayer,BAYER OTC,7891106006286,23.41,20.6,2.8099999999999987,12.0
Redoxon Sabor Laranja com 10 Comprimidos Efervescentes - Bayer,BAYER OTC,7891106006279,20.92,19.66,1.2600000000000016,6.0
Redoxon 2g com 10 Comprimidos Efervescentes - Bayer,BAYER OTC,7891106006262,27.53,24.23,3.3000000000000007,12.0
Aspirina 500mg com 10 Comprimidos - Bayer,BAYER OTC,7891106004213,11.49,9.77,1.7200000000000006,15.0
Aspirina C 400mg + 240mg com 2 Comprimidos Efervescentes - Bayer,BAYER OTC,7891106915151,9.49,8.07,1.42,15.0
Redoxitos Sabor Laranja com 25 Gomas - Bayer,BAYER OTC,7891106908535,22.9,13.04,9.86,43.1
Redoxon Sabor Laranja com 30 Comprimidos Efervescentes - Bayer,BAYER OTC,7891106907118,50.17,44.15,6.020000000000003,12.0
Aspirina 500mg com 20 Comprimidos - Bayer,BAYER OTC,7793640000143,16.97,14.93,2.039999999999999,12.0
Redoxitos Sabor Morango com 25 Gomas - Bayer,BAYER OTC,4008500018064,22.9,17.1,5.799999999999997,25.3
Aspirina MicroAtiva 500mg com 4 Comprimidos - Bayer,BAYER OTC,7891106908719,7.49,6.37,1.12,15.0
Redoxon Tripla Ação com 10 Comprimidos Efervescentes - Bayer,BAYER OTC,7891106912655,22.9,17.2,5.699999999999999,24.9
Redoxon Tripla Ação com 30 Comprimidos Efervescentes - Bayer,BAYER OTC,7891106912662,52.9,37.64,15.259999999999998,28.8
Redoxitos Vitamina C e D + Zinco com 25 Gomas - Bayer,BAYER OTC,7891106911504,33.9,29.04,4.859999999999999,14.3
Aspirina C 400mg + 240mg com 10 Comprimidos - Bayer,BAYER OTC,7891106910118,36.98,32.54,4.439999999999998,12.0
Dersani Hidrogel 150g - Megalabs,MEGALABS,7896026172905,123.51,123.51,0.0,0.0
Beserol 40mg com 30 Comprimidos - Megalabs,MEGALABS,7896026172370,26.17,23.03,3.1400000000000006,12.0
Biovicerin com 2 Flaconetes 5ml - Megalabs,MEGALABS,7898100268290,15.56,13.69,1.870000000000001,12.0
Dersani Hidrogel com Alginato - 30g,MEGALABS,7896026172066,59.99,45.02,14.969999999999999,25.0
Dersani Hidrogel Daudt - 85g,MEGALABS,7898087340347,74.9,64.59,10.310000000000002,13.8
Biovicerin 6 Flaconetes de 5ml,MEGALABS,7898100268290,46.18,40.64,5.539999999999999,12.0
Biovicerin 12 Flaconetes de 5ml,MEGALABS,7898100268306,89.97,79.17,10.799999999999997,12.0
Beserol 20  com 12 Comprimidos - Daudt,MEGALABS,7896026171182,26.17,23.03,3.1400000000000006,12.0
Beserol com 4 Comprimidos - Daudt,MEGALABS,7896026171199,8.43,7.92,0.5099999999999998,6.0
Binelli Gotas - 10ml,MEGALABS,7896026130004,23.0,19.78,3.219999999999999,14.0
Complexo Homeopático Nº 46 - 60 Comprimidos,MEGALABS,7898037080460,39.96,28.7,11.260000000000002,28.2
Loção Oleosa Dersani Original - 100ml,MEGALABS,7898087340040,49.9,40.73,9.170000000000002,18.4
Loção Oleosa Dersani Original - 200ml,MEGALABS,7898087340026,79.9,68.6,11.300000000000011,14.1
Droxaine - 240ml,MEGALABS,7896026120012,43.73,38.48,5.25,12.0
Droxaine - 120ml,MEGALABS,7896026170468,22.56,19.85,2.7099999999999973,12.0
Laxol - 60ml,MEGALABS,7896026170635,29.3,25.78,3.5199999999999996,12.0
Malvatricin com 100ml - Megalabs,MEGALABS,7896026120425,41.91,36.88,5.029999999999994,12.0
Malvona com 100ml - Megalabs,MEGALABS,7896026170550,26.25,23.1,3.1499999999999986,12.0
Penetro Inalante - 45ml,MEGALABS,7896026120555,32.47,28.57,3.8999999999999986,12.0
Malvatricin Spray com 50ml - Meglabs,MEGALABS,7896026120494,49.82,43.84,5.979999999999997,12.0
Dersani Hidrogel com Alginato - 85g,MEGALABS,7898087340132,77.99,68.4,9.58999999999999,12.3
Dersani Hidrogel Daudt - 30g,MEGALABS,7898087340125,45.99,41.16,4.830000000000005,10.5
Bidrilac - 15 sachês,MEGALABS,7896026100250,49.99,27.87,22.12,44.2
Bidrilac 1g - 6 sachês,MEGALABS,7896026100243,28.9,23.15,5.75,19.9
Spray Própolis e Malva com 30ml - Megalabs,MEGALABS,7896026170994,19.99,14.5,5.489999999999998,27.5
Malvatricin ppu 250ml,MEGALABS,7896026170475,38.73,34.08,4.649999999999999,12.0
Malvona com 200ml - Megalabs,MEGALABS,7896026170567,42.38,37.29,5.090000000000003,12.0
Leflora com 12 Cápsulas - Airela,AIRELA,7894164008216,21.99,16.22,5.77,26.2
Sulfermax 40mg - 40 Comprimidos,AIRELA,7894164005741,18.1,9.56,8.540000000000001,47.2
Nasonew Aires Jato Spray - 100ml,AIRELA,7894164005321,44.49,31.23,13.260000000000002,29.8
Vitaxon C Kids - 120ml,AIRELA,7894164007424,12.99,9.47,3.5199999999999996,27.1
Nasonew Spray com 50ml - Airela,AIRELA,7894164005215,15.81,8.57,7.24,45.8
Guacoflus Xarope - 120ml,AIRELA,7894164007202,16.9,10.35,6.549999999999999,38.8
Loratadina 1mg/ml 100ml - Airela,AIRELA,7894164010301,13.08,12.26,0.8200000000000003,6.3
Hidrali Pó Natural com 4 Envelopes - Airela,AIRELA,7894164009510,15.6,11.84,3.76,24.1
Nasonew Aires Spray com 100ml - Airela,AIRELA,7894164006700,49.49,32.55,16.940000000000005,34.2
Condroflan Ultrac com 60 Cápsulas - Airela,AIRELA,7894164007691,76.49,44.19,32.3,42.2
Leite de Magnésia Magmilk Tradicional com 100ml - Airela,AIRELA,7894164005727,8.99,7.09,1.9000000000000004,21.1
Leite de Magnésia Magmilk Hortelã com 100ml - Airela,AIRELA,7894164005734,8.99,7.13,1.8600000000000003,20.7
Simeticona Gotas 10ml - Airela,AIRELA,7894164010844,8.5,8.5,0.0,0.0
Expectovic Xarope com 120ml - Airela,AIRELA,7894164005031,19.9,9.72,10.179999999999998,51.2
Leite de Magnésia Magmilk Tradicional com 350ml - Airela,AIRELA,7894164008056,19.49,12.97,6.519999999999998,33.5
Flexenema Solução de Uso Retal - 130ml,AIRELA,7894164005239,22.49,17.42,5.069999999999997,22.5
Hidrali 45 Uva Roxa com 500ml - Airela,AIRELA,7894164005406,15.6,11.84,3.76,24.1
Hidrali 45 Sabor Água de Coco com 500ml - Airela,AIRELA,7894164005390,15.6,9.2,6.4,41.0
Resfenax C Triplo - 20ml,AIRELA,7894164009015,10.01,3.82,6.1899999999999995,61.8
Senebem 350mg - 20 cápsulas,AIRELA,7894164003679,49.14,16.48,32.66,66.5
Hidrali 45 Laranja com 500ml - Airela,AIRELA,7894164005420,15.6,10.78,4.82,30.9
Leite de Magnésia Magmilk Hortelã com 350ml - Airela,AIRELA,7894164008063,19.99,16.94,3.049999999999997,15.3
Sulfermax 125mg - 30ml,AIRELA,7894164005802,6.49,6.32,0.16999999999999993,2.6
Abcalcium B12 Suspensão Oral Morango com 240ml - Airela,AIRELA,7894164008094,15.99,12.33,3.66,22.9
Vitaxon C Airela com 20ml - Airela,AIRELA,7894164005871,9.9,4.37,5.53,55.9
Vitaxon c 1g c/10 cpr eferv,AIRELA,7894164001132,14.26,7.99,6.27,44.0
Vitaxon C Tripla Ação com 10 Comprimidos - Airela,AIRELA,7894164006014,31.37,10.24,21.130000000000003,67.4
CONDRES LONGBIO C/90 CAPS,SIGMA PHARMA OTC,7896004786209,187.72,183.0,4.719999999999999,2.5
CONDRES FORCE 80MG C/30 CAPS,SIGMA PHARMA OTC,7896004786827,169.99,169.99,0.0,0.0
Kollis Gotas - 8ml,SIGMA PHARMA OTC,7894916513722,128.49,128.49,0.0,0.0
Bálsamo Bengué Pomada - 20g,SIGMA PHARMA OTC,7896004817569,25.65,22.57,3.0799999999999983,12.0
Bálsamo Bengué Gel - 20g,SIGMA PHARMA OTC,7896004817576,23.17,20.39,2.780000000000001,12.0
Bálsamo Bengué Aerossol - 60g,SIGMA PHARMA OTC,7896004726793,47.28,41.61,5.670000000000002,12.0
Neutrofer Poli com 30ml - Sigma Pharma,SIGMA PHARMA OTC,7894916509985,59.9,58.3,1.6000000000000014,2.7
Energil C 1g com 10 Comprimidos Efervescentes - Sigma Pharma,SIGMA PHARMA OTC,7896004774305,16.77,8.9,7.869999999999999,46.9
Bálsamo Bengué Pomada - 60g,SIGMA PHARMA OTC,7896004753621,64.91,57.12,7.789999999999999,12.0
Condres Colágeno - 30 Cápsulas,SIGMA PHARMA OTC,7894916510486,124.9,106.17,18.730000000000004,15.0
Lacday - 30 tabletes,SIGMA PHARMA OTC,7896004755519,64.79,51.96,12.830000000000005,19.8
Suplemento Alimentar Fixare - 30 comprimidos,SIGMA PHARMA OTC,7894916514415,103.99,100.31,3.6799999999999926,3.5
Suplemento Alimentar Fixare - 60 Comprimidos,SIGMA PHARMA OTC,7894916514422,169.9,160.7,9.200000000000017,5.4
Bálsamo Bengué Gel - 60g,SIGMA PHARMA OTC,7896004753638,63.07,55.5,7.57,12.0
Lacday - 60 tabletes,SIGMA PHARMA OTC,7896004759975,114.9,97.92,16.980000000000004,14.8
Liromag - 30 Sachês 1g,SIGMA PHARMA OTC,7894916512251,69.9,63.27,6.630000000000003,9.5
Lacday 10.000 FCC - 8 Comprimidos,SIGMA PHARMA OTC,7896004762098,24.9,19.25,5.649999999999999,22.7
Condres Ultra - 30 Cápsulas,SIGMA PHARMA OTC,7894916513234,159.9,135.92,23.980000000000018,15.0
Neutrofer Prev com 60ml - Sigma Pharma,SIGMA PHARMA OTC,7894916513104,72.99,71.59,1.3999999999999915,1.9
Colágeno Condres 40mg - 90 Cápsulas,SIGMA PHARMA OTC,7894916515207,198.9,185.1,13.800000000000011,6.9
Condres Ultra - 90 Cápsulas,SIGMA PHARMA OTC,7894916515214,239.99,203.99,36.0,15.0
Fixare Pro+ Sabor Limão - 30 Comprimidos Efervescente,SIGMA PHARMA OTC,7894916514606,129.9,125.84,4.060000000000002,3.1
Fixare Pro+ Sabor Limão - 60 Comprimidos Efervescentes,SIGMA PHARMA OTC,7894916514613,199.9,199.18,0.7199999999999989,0.4
Koli D3 1.000ui com 30 Comprimidos - Sigma Pharma,SIGMA PHARMA OTC,7894916514590,32.9,24.92,7.979999999999997,24.3
Inzelm 10mg com 30 Comprimidos - Takeda,TAKEDA,7896641812767,216.82,177.32,39.5,18.2
Inzelm 20mg com 60 Comprimidos - Takeda,TAKEDA,7896641812828,429.72,357.3,72.42000000000002,16.9
Inzelm 10mg com 60 Comprimidos - Takeda,TAKEDA,7896641812774,390.65,318.86,71.78999999999996,18.4
Inzelm 20mg com 30 Comprimidos - Takeda,TAKEDA,7896641812811,238.51,197.86,40.64999999999998,17.0
Mesacol 800mg com 30 Comprimidos Revestidos - Takeda,TAKEDA,7896641802980,264.72,209.07,55.650000000000034,21.0
Noripurum 100mg com 30 Comprimidos - Takeda,TAKEDA,7898581710547,74.32,63.17,11.149999999999991,15.0
Noripurum 50mg Gotas 30ml - Takeda,TAKEDA,7898581710523,46.72,39.71,7.009999999999998,15.0
Noripurum Fólico com 30 Comprimidos - Takeda,TAKEDA,7898581710608,77.62,68.31,9.310000000000002,12.0
Noripurum Xarope 120ml - Takeda,TAKEDA,7898581710578,35.49,30.17,5.32,15.0
"Plantaben 3,5g - 10 envelopes",TAKEDA,7898560664250,69.39,58.98,10.410000000000004,15.0
"Plantaben 3,5g - 30 envelopes",TAKEDA,7898560664267,183.23,155.75,27.47999999999999,15.0
Proctyl Supositórios - 15 Uni,TAKEDA,7896641805905,92.73,78.82,13.91000000000001,15.0
Proctyl Pomada - 30g + 10 Aplicadores,TAKEDA,7896641801792,86.38,74.29,12.08999999999999,14.0
Proctyl Pomada - 50mg + 10 Bisnagas,TAKEDA,7896641803642,86.38,73.42,12.959999999999994,15.0
Siilif 50mg com 30 Comprimidos - Takeda,TAKEDA,7896641806360,94.56,75.53,19.03,20.1
Siilif 100mg com 60 Comprimidos - Takeda,TAKEDA,7896641806414,196.45,162.17,34.28,17.4
Siilif 100mg com 30 Comprimidos - Takeda,TAKEDA,7896641806407,108.14,90.0,18.14,16.8
Mesacol MMX 1200mg com 30 Comprimidos - Takeda,TAKEDA,7896641807343,431.52,349.4,82.12,19.0
Dexilant 60mg com 60 Cápsulas - Takeda,TAKEDA,7896641809033,252.1,213.58,38.51999999999998,15.3
Dexilant 30mg com 30 Cápsulas - Takeda,TAKEDA,7896641808982,120.63,104.89,15.739999999999995,13.0
Fibernorm Lata - 225g,TAKEDA,7896641813405,134.9,134.9,0.0,0.0
Dexilant 30mg com 60 Cápsulas - Takeda,TAKEDA,7896641808999,252.1,207.58,44.51999999999998,17.7
Dexilant 60mg com 30 Cápsulas - Takeda,TAKEDA,7896641809026,126.05,104.19,21.86,17.3
Mesacol 500mg com 15 Supositórios - Takeda,TAKEDA,7896641813061,158.68,124.51,34.17,21.5
Mesacol 250mg com 15 Supositórios Retais - Takeda,TAKEDA,7896641808777,79.24,67.35,11.89,15.0
Rozerem 8mg com 30 Comprimidos - Takeda,TAKEDA,7896641810770,129.59,111.45,18.14,14.0
"Jardiance Duo 12,5 + 850mg com 60 comprimidos - Boehringer",BOEHRINGER,7896026307741,336.91,286.37,50.54000000000002,15.0
Atrovent 20ml - Boehringer,BOEHRINGER,7896026307826,30.88,27.17,3.7099999999999973,12.0
Atrovent N 10ml Aerosol 200mcg/doses - Boehringer,BOEHRINGER,7896026302432,41.42,36.45,4.969999999999999,12.0
Berotec Aerosol 100mg Dosificador 10ml - Boehringer,BOEHRINGER,7896026302784,34.24,29.1,5.140000000000001,15.0
Pradaxa 110mg com 10 Cápsulas - Boehringer,BOEHRINGER,7896026303101,68.02,55.06,12.959999999999994,19.1
Pradaxa 110mg com 30 Cápsulas - Boehringer,BOEHRINGER,7896026303057,203.97,154.77,49.19999999999999,24.1
"Sifrol 0,25mg com 30 Comprimidos - Boehringer",BOEHRINGER,7896026301381,147.87,120.78,27.090000000000003,18.3
Spiriva Respimat Aero 4ml - Boehringer,BOEHRINGER,7896026302999,505.27,429.48,75.78999999999996,15.0
Pradaxa 150mg com 60 Cápsulas - Boehringer,BOEHRINGER,7896026304719,407.88,314.74,93.13999999999999,22.8
Pradaxa 150mg com 30 Cápsulas - Boehringer,BOEHRINGER,7896026304702,203.97,157.15,46.81999999999999,23.0
Trayenta 5mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026305259,307.88,261.7,46.18000000000001,15.0
Micardis HCT 80 + 25mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026304016,247.76,210.6,37.16,15.0
Micardis 40mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026304245,230.43,195.87,34.56,15.0
Micardis 80mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026304276,257.12,218.55,38.56999999999999,15.0
"Micardis HCT 80 + 12,5mg com 30 Comprimidos - Boehringer",BOEHRINGER,7896026304337,247.76,210.6,37.16,15.0
"Micardis HCT 40mg + 12,5mg com 30 Comprimidos - Boehringer",BOEHRINGER,7896026304306,221.91,188.62,33.28999999999999,15.0
Micardis Anlo 40/5mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026305327,131.83,105.67,26.16000000000001,19.8
Micardis Anlo 80/5mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026305310,168.82,131.76,37.06,22.0
Pradaxa 75mg com 30 Cápsulas - Boehringer,BOEHRINGER,7896026303088,203.97,154.31,49.66,24.3
Pradaxa 110mg com 60 Cápsulas - Boehringer,BOEHRINGER,7896026303064,407.88,316.11,91.76999999999998,22.5
"Striverdi Respimat 2,5mcg com 60 Comprimidos - Boehringer",BOEHRINGER,7896026306126,201.23,157.22,44.00999999999999,21.9
Jardiance 25mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026306188,305.8,259.93,45.870000000000005,15.0
Jardiance 10mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026306416,305.8,259.93,45.870000000000005,15.0
Glyxambi 10/5mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026306720,497.84,423.16,74.67999999999995,15.0
Glyxambi 25/5mg com 30 Comprimidos - Boehringer,BOEHRINGER,7896026306751,476.41,404.95,71.46000000000004,15.0
Spiolto Solução 4ml com 60 Doses + Inalador - Boehringer,BOEHRINGER,7896026306799,394.71,394.71,0.0,0.0
Vibramicina Solúvel 100mg com 20 Comprimidos - Pfizer,PFIZER,7891268113013,138.62,130.3,8.319999999999993,6.0
Inspra 50mg com 30 Comprimidos,PFIZER,7908236801220,98.55,82.45,16.099999999999994,16.3
Lorax 1mg com 30 Comprimidos - Pfizer,PFIZER,7891045008396,37.57,29.78,7.789999999999999,20.7
"Dostinex 0,5 mg com 2 Comprimidos - Pfizer",PFIZER,7891268102208,142.94,111.31,31.629999999999995,22.1
Feldene SL 20mg com 10 Comprimidos - Pfizer,PFIZER,7891268104028,93.25,79.26,13.989999999999995,15.0
Feldene 20 mg com 10 Cápsulas - Pfizer,PFIZER,7891268144086,43.77,37.2,6.57,15.0
Olmetec 40mg com 30 Comprimidos - Pfizer,PFIZER,7891268148756,212.67,180.77,31.899999999999977,15.0
Olmetec HCT 40/25mg com 30 Comprimidos - Pfizer,PFIZER,7891268148862,191.72,162.96,28.75999999999999,15.0
"Olmetec HCT 20/12,5mg com 30 Comprimidos - Pfizer",PFIZER,7891268148800,168.33,143.08,25.25,15.0
Olmetec 20mg com 30 Comprimidos - Pfizer,PFIZER,7891268148725,184.86,157.13,27.730000000000018,15.0
Ponstan 500mg com 24 Comprimidos - Pfizer,PFIZER,7891268118001,45.1,39.69,5.410000000000004,12.0
Pristiq 50mg com 28 Comprimidos - Pfizer,PFIZER,7891045013130,243.86,197.2,46.660000000000025,19.1
Provera 10mg com 14 Comprimidos - Pfizer,PFIZER,7891268106213,44.32,33.45,10.869999999999997,24.5
Pristiq 100mg com 28 Comprimidos - Pfizer,PFIZER,7891045014366,268.43,216.13,52.30000000000001,19.5
Olmetec Anlo 20/5mg com 30 Comprimidos - Pfizer,PFIZER,7891268148923,161.21,137.03,24.180000000000007,15.0
Hylo-Gel - 10ml,PFIZER,7897137900401,116.67,99.17,17.5,15.0
Hylo-Comod - 10ml,PFIZER,7897137900364,103.19,90.81,12.379999999999995,12.0
Olmetec Anlo 40/5mg com 30 Comprimidos - Pfizer,PFIZER,7891268148961,182.16,154.84,27.319999999999993,15.0
Eliquis 5mg com 60 Comprimidos - Pfizer,PFIZER,7891268118100,386.52,328.54,57.97999999999996,15.0
Caverject 20mcg com 1 Ampola - Pfizer,PFIZER,7891268100716,163.95,144.28,19.669999999999987,12.0
Eliquis 5mg com 20 Comprimidos - Pfizer,PFIZER,7891268118094,128.8,109.48,19.320000000000007,15.0
"Eliquis 2,5mg com 60 Comprimidos - Pfizer",PFIZER,7891268118087,386.52,328.54,57.97999999999996,15.0
Zitromax 500mg c/3 cpr,PFIZER,7891268130065,46.41,40.84,5.569999999999993,12.0
"Eliquis 2,5mg com 20 Comprimidos - Pfizer",PFIZER,7891268118070,128.8,93.6,35.20000000000002,27.3
Abc Spray - 30ml,HERTZ P-2,7896331702583,38.17,17.12,21.05,55.1
Kit Helioderm Facial FPS50 com Cor + Sabonete Facial,HERTZ P-2,7896331708219,35.99,35.99,0.0,0.0
Sabonete Helioderm Facial FPS50 Kit,HERTZ P-2,7896331708141,34.49,34.49,0.0,0.0
Helioderm Kids FPS70 120ml,HERTZ P-2,7896331708608,55.49,45.64,9.850000000000001,17.8
Helioderm Facial FPS70 Bege Médio 50g,HERTZ P-2,7896331708233,38.9,34.5,4.399999999999999,11.3
Kit Helioderm Econômico FPS50 200ml + 120ml,HERTZ P-2,7896331707632,69.9,62.54,7.3600000000000065,10.5
Helioderm Facial FPS70 Bege Claro 50g,HERTZ P-2,7896331708226,38.9,34.52,4.3799999999999955,11.3
Protetor Solar Helioderm Facial Sem Cor FPS70 - 50g,HERTZ P-2,7896331705331,34.9,32.75,2.1499999999999986,6.2
Potetor Solar Corporal Helioderm Suncare Kids FPS50 - 120ml,HERTZ P-2,7896331705348,39.9,38.63,1.269999999999996,3.2
Anti-Séptico Clo Spray 10mg com 50ml  - Hertz,HERTZ P-2,7896331706567,17.49,10.3,7.189999999999998,41.1
Protetor Labial Helioderm FPS30,HERTZ P-2,7896331707687,11.9,11.9,0.0,0.0
Kit helioderm corpo fps50 200ml+facial fps50 50g,HERTZ P-2,7896331707670,84.03,60.8,23.230000000000004,27.6
Helioderm suncare fps50 spray 200ml,HERTZ P-2,7896331707632,62.9,52.89,10.009999999999998,15.9
Helioderm facial fps50 com cor 50g,HERTZ P-2,7896331706994,34.0,31.86,2.1400000000000006,6.3
Kit Helioderm FPS50 200ml + Kids FPS50 120ml,HERTZ P-2,7896331707380,70.9,69.64,1.2600000000000051,1.8
Ritmoneuran RTM com 20 Cápsulas - Hertz,HERTZ P-2,7896331703924,36.15,16.09,20.06,55.5
Sanasar Sabonete - 80g,HERTZ P-2,7896331700121,20.4,12.38,8.019999999999998,39.3
Supra D Gotas com 30ml - Hertz,HERTZ P-2,7896331705584,24.9,22.32,2.5799999999999983,10.4
Anti-Séptico Spray com 50ml - Hertz,HERTZ P-2,7896331701104,17.9,13.16,4.739999999999998,26.5
Creme Efederm - 55g,HERTZ P-2,7896331700138,38.7,27.33,11.370000000000005,29.4
Colágeno Hidrolisado Colartrox com 300g - Hertz,HERTZ P-2,7896331705645,96.62,67.45,29.17,30.2
Osso-Pro k2 com 30 Comprimidos - Hertz,HERTZ P-2,7896331707069,92.54,46.56,45.980000000000004,49.7
Capitrat Shampoo com 150ml - Hertz,HERTZ P-2,7896331706246,24.9,24.29,0.6099999999999994,2.4
Supra C Kids Kley Vitaminado Sabor Laranja com 30 Unidades - Hertz,HERTZ P-2,7896321016966,24.9,17.69,7.209999999999997,29.0
Kit Osteonutri 600mg Leve Mais Pague Menos com 90 Comprimidos - Aspen,ASPEN,7898961620312,134.9,112.91,21.99000000000001,16.3
Xylocaina Pomada Sabor Laranja 25g - Aspen,ASPEN,7895858017101,26.75,23.54,3.210000000000001,12.0
Xylocaina Pomada 5% 25g - Aspen,ASPEN,7895858017118,29.2,25.7,3.5,12.0
Deca Durabolin 50mg/ml com Ampola 1ml - Aspen,ASPEN,7895858016265,30.67,28.83,1.8400000000000034,6.0
Aldomet 250mg com 30 Comprimidos - Aspen,ASPEN,7895858005917,43.09,34.39,8.700000000000003,20.2
Aldomet 500mg com 30 Comprimidos - Aspen,ASPEN,7895858005924,87.7,66.2,21.5,24.5
Benestare 625mg - 30 comprimidos,ASPEN,7895858017385,58.45,54.94,3.510000000000005,6.0
Calman com 20 Comprimidos - Aspen,ASPEN,7895858017156,42.9,34.34,8.559999999999995,20.0
Calman Gotas com 100ml - Aspen,ASPEN,7895858017149,49.9,44.87,5.030000000000001,10.1
Durateston com 1 Ampola - Aspen,ASPEN,7895858016241,56.07,37.9,18.17,32.4
Imuran 50mg com 50 Comprimidos - Aspen,ASPEN,7895858010362,282.51,186.91,95.6,33.8
Indocid cps 50 mg com 30 Comprimidos - Aspen,ASPEN,7895858005962,53.09,45.13,7.960000000000001,15.0
Leite de Magnésia de Phillips - 350ml,ASPEN,7895858015695,24.99,19.41,5.579999999999998,22.3
Leite de Magnésia Phillips - 120ml,ASPEN,7895858015688,14.9,11.86,3.040000000000001,20.4
Leite de Magnésia de Phillips Sabor Hortelã - 350ml,ASPEN,7895858015671,24.99,19.23,5.759999999999998,23.0
Leite de Magnésia de Phillips Sabor Hortelã - 120ml,ASPEN,7895858015664,14.9,12.45,2.450000000000001,16.4
