Nome,Marca,EAN,Preço,Preço com desconto,Valor do desconto,Porcentagem de desconto
Azitromicina 1g com 1 Comprimido1 - Germed Genérico,GERMED GENERICO,7896004715278,34.35,17.12,17.23,50.2
Amoxicilina 250mg Suspensão de Uso Oral 150ml - Germed Genérico,GERMED GENERICO,7896004702216,30.48,22.7,7.780000000000001,25.5
Nimesulida 100 mg com 12 Comprimidos - Germed Genérico,GERMED GENERICO,7896004714035,20.02,2.79,17.23,86.1
Valerato de Betametasona Creme 30gr - Germed Genérico,GERMED GENERICO,7896004708881,27.61,9.95,17.66,64.0
Aceclofenaco Creme 30g - Germed Genérico,GERMED GENERICO,7896004716541,30.16,29.58,0.5800000000000018,1.9
"Cloridrato de Tramadol + Paracetamol 37, 5 +325mg com 30 Ccomprimidos - Germed Genérico",GERMED GENERICO,7896004787350,68.78,58.44,10.340000000000003,15.0
"CLOR TRAMADOL+PARACETAMOL 37,5+325MG C/10 COMP",GERMED GENERICO,7896004748795,27.5,22.1,5.399999999999999,19.6
Dipirona Monoidratada 1g 10 Comprimidos - Germed,GERMED GENERICO,7896004783857,20.06,9.65,10.409999999999998,51.9
Tadalafila 20mg com 4 Comprimidos - Germed Genérico,GERMED GENERICO,7896004749730,33.01,5.42,27.589999999999996,83.6
Clonazepam Gotas 20ml - Germed Genérico,GERMED GENERICO,7896004712925,16.93,7.67,9.26,54.7
Ivermectina 6mg com 4 Comprimidos - Germed Genérico,GERMED GENERICO,7896004777801,35.17,8.46,26.71,75.9
Cetoprofeno 150mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004752594,49.16,12.28,36.879999999999995,75.0
"Cloridrato de Tansulosina 0,4mg com 30 Comprimidos - Germed Genérico",GERMED GENERICO,7896004752129,140.87,28.87,112.0,79.5
Atenolol 50mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004709031,17.86,2.61,15.25,85.4
Topiramato 50mg com 60 Comprimidos - Germed Genérico,GERMED GENERICO,7896004713052,175.46,23.94,151.52,86.4
Nitrazepam 5mg com 20 Comprimidos - Germed Genérico,GERMED GENERICO,7896004711508,13.84,13.84,0.0,0.0
Maleato de Enalapril 5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004710341,23.4,3.6,19.799999999999997,84.6
Algestona Acetofenida + Enantato de Estradiol Ampola Injetável - Germed Genérico,GERMED GENERICO,7896004713625,15.33,15.33,0.0,0.0
Desloratadina 5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004743233,76.57,20.06,56.50999999999999,73.8
Propionato de Clobetasol Pomada 30g - Germed Genérico,GERMED GENERICO,7896004712406,24.19,9.11,15.080000000000002,62.3
Clotrimazol + Acetato de Dexametasona Creme 40g - Germed Genérico,GERMED GENERICO,7896004715377,30.39,17.44,12.95,42.6
Ciclopirox Olamina Solução de Uso Dermatológico 15ml - Germed Genérico,GERMED GENERICO,7896004727240,31.72,11.79,19.93,62.8
"Carvedilol 12,5mg com 30 Comprimidos - Germed Genérico",GERMED GENERICO,7896004731391,62.4,4.45,57.949999999999996,92.9
Simeticona + Metilbrometo de Homatropina 20ml - Germed Genérico,GERMED GENERICO,7896004708676,16.82,16.82,0.0,0.0
Cloridrato de Amitriptilina 25mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004727493,21.68,5.94,15.739999999999998,72.6
Captopril 25mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004704654,17.36,2.91,14.45,83.2
Diazepam 5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7894916147729,15.8,3.74,12.06,76.3
Cloridrato de Sertralina 100mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004756677,192.39,16.74,175.64999999999998,91.3
"Drospirenona + Etiniles 3mg + 0,03mg com 63 Comprimidos - Germed Genérico",GERMED GENERICO,7896004755885,129.49,38.99,90.5,69.9
Olmesartana Medoxomila 40mg - 30 Comprimidos,GERMED GENERICO,7896004750309,51.18,26.17,25.009999999999998,48.9
Cloridrato de Pioglitazona 30mg com 30 Comrpimidos - Germed Genérico,GERMED GENERICO,7896004821146,83.98,83.98,0.0,0.0
"Cabergolina 0,5mg Genérico com 2 comprimidos - Germed Genérico",GERMED GENERICO,7896004747453,85.73,28.7,57.03,66.5
Cloridrato de Fexofenadina 180mg com 10 Comprimidos - Germed,GERMED GENERICO,7896004784335,75.59,15.75,59.84,79.2
Cloridrato de Fexofenadina 120mg 10 Comprimidos - Germed,GERMED GENERICO,7898700410488,52.58,9.9,42.68,81.2
Pregabalina 150mg com 30 Cápsulaas - Germed Genérico,GERMED GENERICO,7896004776316,156.33,16.7,139.63000000000002,89.3
"Olmesartana Medoxomila + Hidroclorotiazida 40 + 12,5mg com 30 Comprimidos - Germed Genérico",GERMED GENERICO,7896004750514,64.89,27.44,37.45,57.7
Naproxeno 550mg com 20 comprimidos - Germed Genérico,GERMED GENERICO,7896004775135,58.85,26.64,32.21,54.7
Paracetamol + Codeína 30mg com 12 Comprimidos - Germed Genérico,GERMED GENERICO,7896004712819,22.49,12.46,10.029999999999998,44.6
Naproxeno 550mg 10 comprimidos - Germed Genérico,GERMED GENERICO,7896004775128,25.21,16.74,8.470000000000002,33.6
Risedronato Sódico 150mg com 1 Comprimido - Germed Genérico,GERMED GENERICO,7896004752808,130.34,20.58,109.76,84.2
Ibuprofeno Gotas 100mg com 20ml - Germed,GERMED GENERICO,7896004727226,24.31,8.37,15.94,65.6
Paracetamol + Codeína 30mg com 24 Comprimidos - Germed Genérico,GERMED GENERICO,7896004756899,40.9,21.44,19.459999999999997,47.6
Brometo de Ipratropio 20ml - Germed Genérico,GERMED GENERICO,7896004725437,18.88,4.86,14.02,74.3
Mirtazapina 15mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004758923,72.85,33.21,39.63999999999999,54.4
Cloridrato de Duloxetina 60mg 30 cápsulas - Germed,GERMED GENERICO,7896004754048,306.09,79.04,227.04999999999995,74.2
Espironolactona 100mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004716152,57.55,31.42,26.129999999999995,45.4
Dipirona Monoidratada Gotas 10ml - Germed,GERMED GENERICO,7896004719115,7.24,2.81,4.43,61.2
Esomeprazol Magnésio 20mg com 28 Comprimidos - Germed Genérico,GERMED GENERICO,7896004742083,144.01,29.11,114.89999999999999,79.8
Alprazolam 2mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004718897,79.88,6.64,73.24,91.7
Alprazolam 1mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004718873,29.65,3.38,26.27,88.6
Acetilcisteína Xarope Adulto 120ml - Germed,GERMED GENERICO,7896004713373,44.56,17.58,26.980000000000004,60.5
Loratadina Xarope 100ml - Germed,GERMED GENERICO,7896004713748,32.22,15.1,17.119999999999997,53.1
Cloridrato de Pioglitazona 15mg com 15 Comprimidos - Germed Genérico,GERMED GENERICO,7896004731728,73.57,50.93,22.639999999999993,30.8
Espironolactona 25mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004708959,27.04,11.16,15.879999999999999,58.7
Mesilato de Doxazosina 2mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004712543,49.1,5.47,43.63,88.9
Topiramato 100mg com 60 Comprimidos - Germed Genérico,GERMED GENERICO,7896004713045,257.48,40.68,216.8,84.2
Fenofibrato 200mg com 30 Cápsulas - Germed Genérico,GERMED GENERICO,7896004723358,116.72,87.0,29.72,25.5
Cloridraro de Tramadol Uso Oral 100mg 15ml - Germed Genérico,GERMED GENERICO,7896004708607,87.74,29.31,58.42999999999999,66.6
Rosuvastatina Cálcica 20mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004728865,173.58,12.25,161.33,92.9
Desloratadina 5mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004725673,58.01,9.74,48.269999999999996,83.2
"Desonida 0,5mg Pomada 30g - Germed Genérico",GERMED GENERICO,7896004711362,38.88,15.52,23.360000000000003,60.1
Fumarato de Quetiapina 200mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004730417,276.72,34.06,242.66000000000003,87.7
Furoato de Mometasona Pomada 20g - Germed Genérico,GERMED GENERICO,7896004715568,38.0,13.73,24.27,63.9
Domperidona 10mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004723587,21.99,5.71,16.279999999999998,74.0
Topiramato 25mg com 60 Comprimidos - Germed Genérico,GERMED GENERICO,7896004713038,96.96,16.66,80.3,82.8
Diclofenaco de Colestiramina 70mg com 14 Comprimidos - Germed Genérico,GERMED GENERICO,7896004711553,32.83,8.19,24.64,75.1
Furoato de Mometasona Creme 20g - Germed Genérico,GERMED GENERICO,7896004715520,38.0,12.87,25.130000000000003,66.1
Cloridrato de Fluoxetina 10mg com 28 Comprimidos - Germed Genérico,GERMED GENERICO,7896004720449,42.05,17.3,24.749999999999996,58.9
Atenolol + Clortalidona 100/25mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004709147,55.02,25.09,29.930000000000003,54.4
Desloratadina Xarope 60ml - Germed Genérico,GERMED GENERICO,7896004769660,40.17,16.35,23.82,59.3
Cloridrato de Duloxetina 30mg com 30 Cápsulas - Germed Genérico,GERMED GENERICO,7896004754031,134.32,48.5,85.82,63.9
Ibandronato de Sódio 150mg com 1 Coprimido - Germed Genérico,GERMED GENERICO,7896004752488,87.27,28.62,58.64999999999999,67.2
Aciclovir 200mg com 25 Comprimidos - Germed Genérico,GERMED GENERICO,7896004770772,95.36,9.61,85.75,89.9
"Olmesartana Medoxomila + Hidrclorotiazida  20 + 12,5mg com 30 Comprimidos - Germed Genérico",GERMED GENERICO,7896004750507,56.94,22.56,34.379999999999995,60.4
Tioconazol + Tinidazol Creme Vaginal 35g + Aplicadores - Germed Genérico,GERMED GENERICO,7896004709444,63.16,20.05,43.11,68.3
Cloridrato de Nebivolol 5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004821122,55.48,26.17,29.309999999999995,52.8
OLANZAPINA 5MG C/30 CPR,GERMED GENERICO,7896004770284,118.01,27.39,90.62,76.8
Olmesartana + Anlodipino 40mg + 10mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004786599,61.31,37.22,24.090000000000003,39.3
Olanzapina 2.5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004770246,81.49,20.64,60.849999999999994,74.7
Cloridrato de Tramadol 100mg com 10 Comprimidos - Germed,GERMED GENERICO,7896004712611,78.56,48.16,30.400000000000006,38.7
Simeticona 125mg com 10 Comprimidos - Germed,GERMED GENERICO,7896004708683,6.2,4.65,1.5499999999999998,25.0
Cloridrato de Dorzolamida + Maleato de Timolol 5ml - Germed Genérico,GERMED GENERICO,7896004725703,112.07,31.25,80.82,72.1
Lorazepam 2mg com 30 Compimidos - Germed,GERMED GENERICO,7896004761152,28.52,6.05,22.47,78.8
Cloridrato de Ciclobenzaprina 10mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004726922,13.42,6.17,7.25,54.0
Dicloridrato de Levocetirizina 5mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004785134,42.75,19.87,22.88,53.5
Dienogeste 2mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004782249,55.34,21.52,33.82000000000001,61.1
Paracetamol + Codeína 30mg com 36 Comprimidos - Germed Genérico,GERMED GENERICO,7896004783864,53.54,38.96,14.579999999999998,27.2
Rivaroxabana 15mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004759289,230.59,11.9,218.69,94.8
Nitazoxanida Suspensõ de Uso Oral 100ml - Germed Genérico,GERMED GENERICO,7896004774534,43.92,24.3,19.62,44.7
Nitazoxanida Suspensão de Uso Oral 45ml - Germed Genérico,GERMED GENERICO,7896004774527,19.45,12.06,7.389999999999999,38.0
Hemitartarato de Zolpidem 5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004778617,93.7,28.85,64.85,69.2
Nitazoxanida 500mg com 6 Comprimidos - Germed Genérico,GERMED GENERICO,7896004774466,48.94,16.77,32.17,65.7
Domperidona 10mg com 60 Comprimidos - Germed Genérico,GERMED GENERICO,7896004723594,41.64,8.93,32.71,78.6
Clotrimazol 10mg Creme Vaginal 35g + 6 Aplicações - Germed Genérico,GERMED GENERICO,7896004711416,55.53,16.9,38.63,69.6
"Bimatoprosta 0,3mg Uso Oftálimico 3ml - Germed Genérico",GERMED GENERICO,7896004724706,120.08,29.5,90.58,75.4
Valsartana 320mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004732923,78.02,42.06,35.959999999999994,46.1
Acetato de Triancinolona Pomada 10g - Germed Genérico,GERMED GENERICO,7896004712031,15.87,4.77,11.1,69.9
Cloridrato de Fluoxetina 20mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004711799,60.62,4.72,55.9,92.2
Cloridrato de Verapamil 80mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004707327,32.69,11.18,21.509999999999998,65.8
Clortalidona 50mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004708867,25.59,25.59,0.0,0.0
Dipirona Monoidratada 100ml - Germed,GERMED GENERICO,7896004715650,17.55,11.07,6.48,36.9
Lansoprazol 30mg com 28 Cápsulas - Germed Genérico,GERMED GENERICO,7899095200647,102.92,30.26,72.66,70.6
Losartana Potássica 100mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004723655,47.27,18.0,29.270000000000003,61.9
Mesalazina 800mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004712970,110.93,62.7,48.230000000000004,43.5
Pentoxifilina 400mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004713588,68.67,61.17,7.5,10.9
Prednisona 5mg com 20 Comprimidos - Germed Genérico,GERMED GENERICO,7896004708003,17.06,4.81,12.25,71.8
Risperidona Gotas 30ml - Germed Genérico,GERMED GENERICO,7896004721248,56.92,29.39,27.53,48.4
Tinidazol 500mg com 4 Comprimidos - Germed Genérico,GERMED GENERICO,7896004720708,14.03,14.03,0.0,0.0
Acetilcisteína 600mg 16 Envelopes - Germed,GERMED GENERICO,7896004713328,63.09,27.99,35.10000000000001,55.6
Sinvastatina 20mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004710792,17.14,4.72,12.420000000000002,72.5
"Drospirenona + Etinilestradiol 3mg + 0,03mg com 21 Comprimidos - Germed Genérico",GERMED GENERICO,7896004734408,54.94,16.07,38.87,70.7
Cloridrato de Bupropiona 150mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004732640,123.98,43.18,80.80000000000001,65.2
Risedronato Sódico 35mg com 4 Comprimidos - Germed Genérico,GERMED GENERICO,7896004723440,155.87,31.78,124.09,79.6
Prednisolona 20mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004733241,21.61,8.64,12.969999999999999,60.0
Diproprianato de Betametasona + Acído Salicílico Uso Dermatológico 30ml - Germed Genérico,GERMED GENERICO,7896004720937,31.46,12.71,18.75,59.6
Cloridrato de Pioglitazona 30mg com 15 Comprimidos - Germed Genérico,GERMED GENERICO,7896004731735,77.8,38.77,39.029999999999994,50.2
"Latanoprosta + Maleato de Timolol 2,5ml - Germed Genérico",GERMED GENERICO,7896004724515,165.82,47.19,118.63,71.5
Clotrimazol 20mg Creme Vaginal 20g + 3 Aplicações - Germed Genérico,GERMED GENERICO,7896004711409,57.1,21.98,35.120000000000005,61.5
Cloridrato de Terbinafina Creme 20g - Germed,GERMED GENERICO,7896004716671,24.5,14.38,10.12,41.3
Meloxicam 15mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004710686,44.03,6.47,37.56,85.3
Clonazepam 2mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004721842,20.53,3.89,16.64,81.1
Atorvastatina Cálcica 80mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004729497,292.41,69.23,223.18,76.3
Hemifumarato de Quetiapina 25mg 30 comprimidos - Germed,GERMED GENERICO,7896004738949,50.09,6.61,43.480000000000004,86.8
Fumarato de Quetiapina 100mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004730400,144.08,22.3,121.78000000000002,84.5
"Atenolol + Clortalidona 50/12,5mg com 30 Comprimidos - Germed Genérico",GERMED GENERICO,7896004709154,36.61,13.16,23.45,64.1
Cloridrato de Bromexina Xarope Adulto 120ml - Germed,GERMED GENERICO,7896004721798,20.12,18.85,1.2699999999999996,6.3
Adapaleno 1mg Gel 30g - Germed Genérico,GERMED GENERICO,7896004712697,77.07,30.01,47.05999999999999,61.1
Esomeprazol Magnésio 40mg com 28 Comprimidos - Germed Genérico,GERMED GENERICO,7896004743967,301.03,55.67,245.35999999999996,81.5
Alendronato de Sódio 70mg com 4 Comprimidos - Germed Genérico,GERMED GENERICO,7896004715353,65.5,1.49,64.01,97.7
"Alprazolam 0,25mg com 30 Comprimidos - Germed Genérico",GERMED GENERICO,7896004718859,15.04,4.27,10.77,71.6
Ezetimiba + Sinvastatina 10/20mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004749150,102.65,64.1,38.55000000000001,37.6
Etodolaco 400mg com 20 Comprimidos - Germed Genérico,GERMED GENERICO,7896004761640,35.85,28.49,7.360000000000003,20.5
Succinato de Desvelafaxina 100mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004751115,155.48,44.49,110.98999999999998,71.4
Tadalafila 5mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004749716,92.2,5.84,86.36,93.7
Oxalato de Escitalopram 15mg com 30 Comprimidos - Germed Genérico,GERMED GENERICO,7896004747576,172.57,17.6,154.97,89.8
Etodolaco 400mg com 10 Comprimidos - Germed Genérico,GERMED GENERICO,7896004761633,17.9,17.49,0.41000000000000014,2.3
Dipirona Monoidratada 500mg 30 comprimidos - Germed,GERMED GENERICO,7896004756622,20.65,10.15,10.499999999999998,50.8
Cloridrato de Clomipramina 25mg com 20 Comprimidos - Germed Genérico,GERMED GENERICO,7896004709871,35.9,29.38,6.52,18.2
Itraconazol 100mg com 4 Cápsulas - Germed Genérico,GERMED GENERICO,7896004708096,50.04,5.83,44.21,88.3
Itraconazol 100mg com 15 Cápsulas - Germed Genérico,GERMED GENERICO,7896004708140,130.65,17.28,113.37,86.8
MICPURE 50MG C/30 COMP SN,APSEN,7896637034760,109.12,86.79,22.33,20.5
Levoxin 500mg com 7 Comrpimidos - Apsen,APSEN,7896637023009,119.37,102.66,16.710000000000008,14.0
Traturil com 1 Envelope 8g - Apsen,APSEN,7896637030007,64.73,44.9,19.830000000000005,30.6
Traturil com 2 Envelopes 8g - Apsen,APSEN,7896637030014,127.27,90.42,36.849999999999994,29.0
Levoxin 750mg com 7 Comprimidos - Apsen,APSEN,7896637023795,86.15,74.09,12.060000000000002,14.0
Levoxin 750mg com 5 Comprimidos - Apsen,APSEN,7896637023856,61.52,52.91,8.610000000000007,14.0
Flancox 600mg com 14 Comprimidos - Apsen,APSEN,7896637031943,62.15,52.83,9.32,15.0
Digeliv 400fcc com 30 Comprimidos - Apsen,APSEN,7896637032728,89.99,67.95,22.039999999999992,24.5
Digeliv 400GalU com 15 Comprimidos Mastigáveis - Apsen,APSEN,7896637032735,49.9,35.74,14.159999999999997,28.4
Spasmex 30mg com 90 Comprimidos - Apsen,APSEN,7896637033459,187.04,158.98,28.060000000000002,15.0
Insit 25mg com 30 Cápsulas - Apsen,APSEN,7896637029032,33.26,28.6,4.659999999999997,14.0
"Tanduo 0,5 + 0,4mg com 30 Cápsulas - Apsen",APSEN,7896637033923,105.6,86.69,18.909999999999997,17.9
Miosan ODT 10mg com 10 Comprimidos - Apsen,APSEN,7896637034067,23.37,23.37,0.0,0.0
Miosan ODT 5mg com 10 Comprimidos - Apsen,APSEN,7896637034050,20.93,20.93,0.0,0.0
Alois Duo Pack (10mg + 5mg) + (10mg + 10mg) + (10mg + 15mg) + (10mg + 20mg) com 28 Comprimidos,APSEN,7896637033855,110.97,89.92,21.049999999999997,19.0
Meclin Jet 25mg com 10 Comprimidos - Apsen,APSEN,7896637033343,18.61,15.29,3.3200000000000003,17.8
Meclin Jet 50mg com 10 Comprimidos - Apsen,APSEN,7896637033350,33.56,27.49,6.070000000000004,18.1
Alois 20mg com 30 Comprimidos - Apsen,APSEN,7896637031219,201.28,125.42,75.86,37.7
Insit 150mg com 30 Cápsulas - Apsen,APSEN,7896637029155,165.37,142.22,23.150000000000006,14.0
Insit 75mg com 60 Cápsulas - Apsen,APSEN,7896637033480,93.62,59.99,33.63,35.9
Rahime 8mg com 30 Comprimidos - Apsen,APSEN,7896637033046,106.0,93.28,12.719999999999999,12.0
Xafac 20mg com 28 Comprimidos - Apsen,APSEN,7896637033015,190.32,161.77,28.549999999999983,15.0
Inseris XR 300mg com 30 Comprimidos - Apsen,APSEN,7896637032339,321.43,282.86,38.56999999999999,12.0
"Xafac 2,5mg com 30 Comprimidos - Apsen",APSEN,7896637032919,91.79,70.99,20.80000000000001,22.7
"Xafac 2,5mg com 60 Comprimidos - Apsen",APSEN,7896637032926,141.26,108.99,32.269999999999996,22.8
Xafac 10mg com 30 Comprimidos - Apsen,APSEN,7896637032957,203.92,173.33,30.589999999999975,15.0
Xafac 15mg com 28 Comprimidos - Apsen,APSEN,7896637032988,190.32,161.77,28.549999999999983,15.0
Xafac 20mg com 14 Comprimidos - Apsen,APSEN,7896637033008,91.06,77.4,13.659999999999997,15.0
Inseris XR 150mg com 10 Comprimidos - Apsen,APSEN,7896637032346,63.91,56.24,7.669999999999995,12.0
Inseris XR 300mg com 10 Comprimidos - Apsen,APSEN,7896637032322,122.36,107.68,14.679999999999993,12.0
Insit 100mg com 30 Comprimidos - Apsen,APSEN,7896637032032,155.52,133.75,21.77000000000001,14.0
Flancox 300mg com 30 Comprimidos - Apsen,APSEN,7896637023139,66.69,58.69,8.0,12.0
Extima Lata Sabor Banana - 600g,APSEN,7896637032513,201.9,155.25,46.650000000000006,23.1
Eniagor Solução Capilar 50ml com 2 Unidades - Apsen,APSEN,7896637032803,109.38,64.9,44.47999999999999,40.7
Lognis - 60 Comprimidos,APSEN,7896637032551,189.98,189.98,0.0,0.0
Mag-B - 60 Cápsulas,APSEN,7896637032568,149.9,129.99,19.909999999999997,13.3
Mag-B com 30 Comprimidos - Apsen,APSEN,7896637032575,83.9,73.9,10.0,11.9
Inilok 40mg com 90 Comprimidos - Apsen,APSEN,7896637031608,152.28,115.9,36.379999999999995,23.9
Eniagor Solução Capilar com 3 Frascos 50ml - Apsen,APSEN,7896637032810,154.75,89.9,64.85,41.9
EniagorSolução Capilar 50ml Refil - Apsen,APSEN,7896637032797,54.4,30.9,23.5,43.2
Insit 25mg com 15 Cápsulas - Apsen,APSEN,7896637029018,21.98,18.9,3.080000000000002,14.0
Probid - 5 cápsulas,APSEN,7896637032230,31.9,27.99,3.91,12.3
Attivs 900mg - 60 Comprimidos,APSEN,7896637031868,149.99,147.47,2.5200000000000102,1.7
Eniagor Solução Capilar 50ml - Apsen,APSEN,7896637032506,85.53,34.9,50.63,59.2
Alois 10mg com 60 Comprimidos - Apsen,APSEN,7896637024402,261.94,192.12,69.82,26.7
Arpadol 400mg com 30 Comprimidos - Apsen,APSEN,7896637033589,113.34,87.78,25.560000000000002,22.6
Artane 5mg com 30 Comprimidos - Apsen,APSEN,7896637018029,18.29,16.1,2.1899999999999977,12.0
Artane 2mg com 30 Comprimidos - Apsen,APSEN,7896637018012,15.66,13.78,1.8800000000000008,12.0
Azulfin 500mg com 60 Comprimidos - Apsen,APSEN,7896637022729,134.69,104.74,29.950000000000003,22.2
"Colchis 0,5mg com 30 Comprimidos - Apsen",APSEN,7896637024358,81.56,29.99,51.57000000000001,63.2
Colchis 1mg com 30 Comprimidos - Apsen,APSEN,7896637024365,94.84,80.61,14.230000000000004,15.0
Donaren 50mg com 60 Comprimidos - Apsen,APSEN,7896637022767,115.89,49.9,65.99000000000001,56.9
Donaren 100mg com 30 Comprimidos - Apsen,APSEN,7896637023979,127.86,88.83,39.03,30.5
Flancox 400mg com 10 Comprimidos - Apsen,APSEN,7896637023344,29.56,12.9,16.659999999999997,56.4
Flancox 400mg com 20 Comprimidos - Apsen,APSEN,7896637022446,59.27,44.9,14.370000000000005,24.2
Labirin 24mg com 30 Comprimidos - Apsen,APSEN,7896637028523,56.72,17.9,38.82,68.4
Labirin 16mg com 30 Comprimidos - Apsen,APSEN,7896637028479,42.37,19.9,22.47,53.0
Labirin 8mg com 30 Comprimidos - Apsen,APSEN,7896637028417,38.66,32.86,5.799999999999997,15.0
