"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"5410","5410","5410 | Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária        ","5410 | Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado         ","410",Devolução - com ST,Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária        ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6122","6122","6122 | Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente     ","6122 | Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente| Interestadual        ","122",Venda de produção,"Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente     ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6903","6903","6903 | Retorno de mercadoria recebida para industrialização e não aplicada no referido processo                  ","6903 | Retorno de mercadoria recebida para industrialização e não aplicada no referido processo | Interestadual                     ","903",Outras saídas,Retorno de mercadoria recebida para industrialização e não aplicada no referido processo                  ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1128","1128","1128 | compras para utilização na prestação de serviços sujeitas ao ISSQN                                        ","1128 | compras para utilização na prestação de serviços sujeitas ao ISSQN | Dentro do estado                                        ","128",Produto para utilização em serviço,compras para utilização na prestação de serviços sujeitas ao ISSQN                                        ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"1914","1914","1914 | Retorno de mercadoria ou bem remetido para exposição ou feira                                             ","1914 | Retorno de mercadoria ou bem remetido para exposição ou feira | Dentro do estado                                             ","914",Exposição ou feira,Retorno de mercadoria ou bem remetido para exposição ou feira                                             ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2557","2557","2557 | Transferência de material para uso ou consumo                                                             ","2557 | Transferência de material para uso ou consumo | Interestadual                                                                ","557",Transferência - uso e consumo,Transferência de material para uso ou consumo                                                             ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Entradas,Uso e consumo,Sim. Uso e consumo. ,Transferência,Crédito,Não
"5151","5151","5151 | Transferência de produção do estabelecimento                                                              ","5151 | Transferência de produção do estabelecimento | Dentro do estado                                                              ","151",Transferência - produção,Transferência de produção do estabelecimento                                                              ,Saídas Ou Prestações De Serviços Para O Estado,Transferência,Dentro do estado,Transferências De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"5906","5906","5906 | Retorno de mercadoria depositada em depósito fechado ou armazém geral                                     ","5906 | Retorno de mercadoria depositada em depósito fechado ou armazém geral | Dentro do estado                                     ","906",Armazenagem,Retorno de mercadoria depositada em depósito fechado ou armazém geral                                     ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6402","6402","6402 | Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto          ","6402 | Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto | Interestadual             ","402",Venda de produção - com ST,"Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto          ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"7556","7556","7556 | Devolução de compra de material de uso ou consumo                                                         ","7556 | Devolução de compra de material de uso ou consumo | Exportação                                                               ","556",Uso e consumo,Devolução de compra de material de uso ou consumo                                                         ,Saídas Ou Prestações De Serviços Para O Exterior,Outras,Exportação,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Saídas,Uso e consumo,Não,Não,Débito,Não
"1414","1414","1414 | Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária       ","1414 | Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária | Dentro do estado       ","414",Outras entradas - com ST,"Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária       ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2214","2214","2214 | Devolução referente à fixação de preço de produção do estabelecimento produtor, de ato cooperativo.","2214 | Devolução referente à fixação de preço de produção do estabelecimento produtor, de ato cooperativo | Interestadual","214",Devolução,"Devolução referente à fixação de preço de produção do estabelecimento produtor, de ato cooperativo.",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"3205","3205","3205 | Anulação de valor relativo à prestação de serviço de comunicação                                          ","3205 | Anulação de valor relativo à prestação de serviço de comunicação | Importação                                                ","205",Devolução,Anulação de valor relativo à prestação de serviço de comunicação                                          ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5412","5412","5412 | Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária       ","5412 | Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado       ","412",Devolução - com ST,"Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária       ",Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6124","6124","6124 | Industrialização efetuada para outra empresa                                                              ","6124 | Industrialização efetuada para outra empresa | Interestadual                                                                 ","124",Industrialização por encomenda,Industrialização efetuada para outra empresa                                                              ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6905","6905","6905 | Remessa para depósito fechado ou armazém geral                                                            ","6905 | Remessa para depósito fechado ou armazém geral | Interestadual                                                               ","905",Armazenagem,Remessa para depósito fechado ou armazém geral                                                            ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
