"nf_key","_id","cnpj","branch_name","sped_competence","rown"
"35221109017661000609550010000533771042167074","3f123aa6-d8a2-4a24-8734-b78f9ffed84c","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35231209017661000528550970000002301229300130","8d5a7461-3a3b-46ba-b418-e87f32ddc541","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2023",1
"35230909017661000528550010000118771323738767","60855058-1631-4f56-895a-56c9e1d2bb40","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2023",1
"35221109017661000609550010000535181018861489","3af6b92e-b4e8-4a1f-b99b-e1c336e74e56","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000536781093801564",fe6cd2e9-e9e0-4702-9488-25cd772d44ff,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000428331048492213","22bd6013-ddbc-4bed-9481-b4df95d3b0c1","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35220909017661000609550010000457131087102911",b62a3c8d-3a08-4821-a606-4b9191a5c863,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35220709017661000609550010000428591047025448","51574c76-d1d3-4d86-adb9-9e5e0eb4fafb","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000574951755476281","1d571fcf-3cd2-4f76-9673-763a0371f11f","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220809017661000609550010000456171050303530","123c4a7f-17b9-40de-9006-22b1955bf543","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35221209017661000609550010000574541344711250","200eabb3-93ca-4091-9127-840c4441db62","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
