"cfop","cst","descr_resumida","descr","chave","icms","cst_descr","numeracao"
"6902","710",Tributado com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Tributada e com cobrança do ICMS por substituição tributária","6902710",Não,"710|Tributado com ST - Estrageiro CAMEX","86"
"6918","710",Tributado com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Tributada e com cobrança do ICMS por substituição tributária","6918710",Sim,"710|Tributado com ST - Estrageiro CAMEX","86"
"7106","710",Tributado com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Tributada e com cobrança do ICMS por substituição tributária","7106710",Não,"710|Tributado com ST - Estrageiro CAMEX","86"
"7651","710",Tributado com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Tributada e com cobrança do ICMS por substituição tributária","7651710",Não,"710|Tributado com ST - Estrageiro CAMEX","86"
"1126","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1126720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"1252","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1252720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"1355","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1355720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"1503","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1503720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"1652","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1652720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"1908","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1908720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"1924","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","1924720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"2122","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2122720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"2209","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2209720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"2353","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2353720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"2504","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2504720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"2660","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2660720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"2912","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2912720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"2933","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","2933720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"3353","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","3353720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5104","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5104720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5123","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5123720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5251","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5251720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5352","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5352720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5412","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5412720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5557","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5557720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"5661","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5661720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"5911","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5911720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"5927","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","5927720",Checar,"720|Redução BC - Estrageiro CAMEX","87"
"6110","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6110720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"6152","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6152720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"6255","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6255720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"6356","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6356720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"6502","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6502720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"6655","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6655720",Sim,"720|Redução BC - Estrageiro CAMEX","87"
"6905","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6905720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"6921","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","6921720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"7202","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","7202720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"7949","720",Redução BC - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo","7949720",Não,"720|Redução BC - Estrageiro CAMEX","87"
"1152","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1152730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1255","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1255730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1401","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1401730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1506","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1506730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1659","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1659730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1911","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1911730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1931","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1931730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"2126","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2126730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"2253","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2253730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"2356","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2356730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"2551","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2551730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"2663","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2663730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"2915","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2915730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"3102","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","3102730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"3356","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","3356730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5109","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5109730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5151","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5151730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5254","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5254730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5355","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5355730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5415","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5415730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5603","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5603730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5664","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5664730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5914","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5914730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"5931","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5931730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6113","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6113730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6156","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6156730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6258","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6258730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6401","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6401730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6505","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6505730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6658","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6658730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6908","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6908730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"6924","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6924730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"7207","730",Isento ou NT com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","7207730",Não,"730|Isento ou NT com ST - Estrageiro CAMEX","88"
"1111","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1111740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1201","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1201740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1301","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1301740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1407","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1407740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1553","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1553740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1662","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1662740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1914","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1914740",Não,"740|Isento  - Estrageiro CAMEX","89"
"1949","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","1949740",Não,"740|Isento  - Estrageiro CAMEX","89"
"2153","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","2153740",Não,"740|Isento  - Estrageiro CAMEX","89"
"2256","740",Isento  - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Isenta","2256740",Não,"740|Isento  - Estrageiro CAMEX","89"
"6411","760",ST Retido anteriomente - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - ICMS cobrado anteriormente por substituição tributária","6411760",Não,"760|ST Retido anteriomente - Estrageiro CAMEX","93"
"6557","760",ST Retido anteriomente - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - ICMS cobrado anteriormente por substituição tributária","6557760",Não,"760|ST Retido anteriomente - Estrageiro CAMEX","93"
"6665","760",ST Retido anteriomente - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - ICMS cobrado anteriormente por substituição tributária","6665760",Não,"760|ST Retido anteriomente - Estrageiro CAMEX","93"
"6915","760",ST Retido anteriomente - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - ICMS cobrado anteriormente por substituição tributária","6915760",Não,"760|ST Retido anteriomente - Estrageiro CAMEX","93"
"7101","760",ST Retido anteriomente - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - ICMS cobrado anteriormente por substituição tributária","7101760",Não,"760|ST Retido anteriomente - Estrageiro CAMEX","93"
"7551","760",ST Retido anteriomente - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - ICMS cobrado anteriormente por substituição tributária","7551760",Não,"760|ST Retido anteriomente - Estrageiro CAMEX","93"
"1122","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1122770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"1208","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1208770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"1352","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1352770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"1451","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1451770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"1603","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1603770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"1905","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1905770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"1921","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1921770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2118","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2118770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2206","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2206770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2306","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2306770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2415","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2415770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2653","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2653770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2909","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2909770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"2925","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2925770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"3301","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","3301770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5101","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5101770",Sim,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5119","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5119770",Sim,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5208","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5208770",Sim,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5306","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5306770",Sim,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5409","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5409770",Sim,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5554","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5554770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5658","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5658770",Sim,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5908","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5908770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
"5924","770",Redução BC com ST - Estrageiro CAMEX,"Estrangeira - Adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5924770",Não,"770|Redução BC com ST - Estrageiro CAMEX","94"
